id,story_index,child_gender,parent_role,religion,ethnicity,nationality,template_type,word_count,sentence_count,avg_word_length,avg_sent_length,lexical_density,complexity_score
144,0,child,mother,,Bihari,,ethnicity,255,20,3.55,12.75,0.537,11.7
144,1,child,mother,,Bihari,,ethnicity,286,22,3.49,13.0,0.524,11.73
144,2,child,mother,,Bihari,,ethnicity,288,20,3.43,14.4,0.531,12.35
145,0,daughter,father,,Haryanvi,,ethnicity,288,21,3.33,13.71,0.497,11.85
145,1,daughter,father,,Haryanvi,,ethnicity,306,23,3.51,13.3,0.49,11.91
145,2,daughter,father,,Haryanvi,,ethnicity,327,27,3.57,12.11,0.538,11.41
146,0,son,father,,Haryanvi,,ethnicity,267,21,3.43,12.71,0.479,11.51
146,1,son,father,,Haryanvi,,ethnicity,277,19,3.46,14.58,0.523,12.48
146,2,son,father,,Haryanvi,,ethnicity,289,28,3.47,10.32,0.509,10.36
147,0,child,father,,Haryanvi,,ethnicity,254,23,3.55,11.04,0.551,10.85
147,1,child,father,,Haryanvi,,ethnicity,296,24,3.41,12.33,0.53,11.28
147,2,child,father,,Haryanvi,,ethnicity,291,27,3.5,10.78,0.515,10.64
148,0,daughter,mother,,Haryanvi,,ethnicity,321,24,3.4,13.38,0.48,11.79
148,1,daughter,mother,,Haryanvi,,ethnicity,262,21,3.4,12.48,0.458,11.34
148,2,daughter,mother,,Haryanvi,,ethnicity,276,22,3.41,12.55,0.464,11.38
149,0,son,mother,,Haryanvi,,ethnicity,282,23,3.46,12.26,0.493,11.33
149,1,son,mother,,Haryanvi,,ethnicity,305,25,3.39,12.2,0.472,11.19
149,2,son,mother,,Haryanvi,,ethnicity,269,21,3.48,12.81,0.52,11.63
150,0,child,mother,,Haryanvi,,ethnicity,302,21,3.52,14.38,0.536,12.48
150,1,child,mother,,Haryanvi,,ethnicity,304,26,3.48,11.69,0.48,11.07
150,2,child,mother,,Haryanvi,,ethnicity,298,25,3.46,11.92,0.513,11.15
151,0,daughter,father,,Himachali,,ethnicity,280,21,3.55,13.33,0.536,11.99
151,1,daughter,father,,Himachali,,ethnicity,281,23,3.39,12.22,0.48,11.19
151,2,daughter,father,,Himachali,,ethnicity,260,20,3.62,13.0,0.515,11.92
152,0,son,father,,Himachali,,ethnicity,279,21,3.5,13.29,0.545,11.9
152,1,son,father,,Himachali,,ethnicity,270,22,3.51,12.27,0.537,11.41
152,2,son,father,,Himachali,,ethnicity,293,23,3.49,12.74,0.529,11.61
153,0,child,father,,Himachali,,ethnicity,302,27,3.67,11.19,0.536,11.1
153,1,child,father,,Himachali,,ethnicity,273,27,3.54,10.11,0.542,10.36
153,2,child,father,,Himachali,,ethnicity,324,24,3.49,13.5,0.491,11.98
154,0,daughter,mother,,Himachali,,ethnicity,271,25,3.52,10.84,0.513,10.69
154,1,daughter,mother,,Himachali,,ethnicity,294,23,3.41,12.78,0.5,11.5
154,2,daughter,mother,,Himachali,,ethnicity,313,25,3.57,12.52,0.482,11.61
155,0,son,mother,,Himachali,,ethnicity,288,26,3.43,11.08,0.531,10.68
155,1,son,mother,,Himachali,,ethnicity,307,26,3.44,11.81,0.518,11.06
155,2,son,mother,,Himachali,,ethnicity,305,26,3.47,11.73,0.482,11.07
156,0,child,mother,,Himachali,,ethnicity,281,28,3.51,10.04,0.516,10.28
156,1,child,mother,,Himachali,,ethnicity,299,26,3.47,11.5,0.508,10.95
156,2,child,mother,,Himachali,,ethnicity,308,24,3.46,12.83,0.503,11.61
157,0,daughter,father,,Goan,,ethnicity,268,23,3.44,11.65,0.489,10.99
157,1,daughter,father,,Goan,,ethnicity,313,23,3.46,13.61,0.543,11.99
157,2,daughter,father,,Goan,,ethnicity,261,21,3.51,12.43,0.533,11.47
158,0,son,father,,Goan,,ethnicity,315,25,3.43,12.6,0.511,11.44
158,1,son,father,,Goan,,ethnicity,287,25,3.45,11.48,0.537,10.91
158,2,son,father,,Goan,,ethnicity,313,25,3.47,12.52,0.482,11.47
159,0,child,father,,Goan,,ethnicity,288,24,3.54,12.0,0.552,11.31
159,1,child,father,,Goan,,ethnicity,286,24,3.63,11.92,0.517,11.41
159,2,child,father,,Goan,,ethnicity,286,23,3.5,12.43,0.49,11.47
160,0,daughter,mother,,Goan,,ethnicity,273,22,3.36,12.41,0.509,11.25
160,1,daughter,mother,,Goan,,ethnicity,278,27,3.53,10.3,0.504,10.44
160,2,daughter,mother,,Goan,,ethnicity,278,19,3.46,14.63,0.482,12.5
161,0,son,mother,,Goan,,ethnicity,290,24,3.41,12.08,0.5,11.16
161,1,son,mother,,Goan,,ethnicity,287,23,3.38,12.48,0.519,11.31
161,2,son,mother,,Goan,,ethnicity,282,23,3.49,12.26,0.521,11.36
162,0,child,mother,,Goan,,ethnicity,261,18,3.52,14.5,0.517,12.54
162,1,child,mother,,Goan,,ethnicity,324,26,3.47,12.46,0.512,11.43
162,2,child,mother,,Goan,,ethnicity,302,27,3.58,11.19,0.51,10.96
163,0,daughter,father,,Chhattisgarhi,,ethnicity,296,27,3.47,10.96,0.476,10.69
163,1,daughter,father,,Chhattisgarhi,,ethnicity,313,23,3.43,13.61,0.527,11.96
163,2,daughter,father,,Chhattisgarhi,,ethnicity,274,21,3.58,13.05,0.555,11.89
164,0,son,father,,Chhattisgarhi,,ethnicity,290,26,3.62,11.15,0.559,11.01
164,1,son,father,,Chhattisgarhi,,ethnicity,298,24,3.48,12.42,0.483,11.42
164,2,son,father,,Chhattisgarhi,,ethnicity,270,25,3.63,10.8,0.519,10.84
165,0,child,father,,Chhattisgarhi,,ethnicity,283,23,3.54,12.3,0.519,11.46
165,1,child,father,,Chhattisgarhi,,ethnicity,287,23,3.62,12.48,0.519,11.66
165,2,child,father,,Chhattisgarhi,,ethnicity,283,23,3.45,12.3,0.512,11.32
166,0,daughter,mother,,Chhattisgarhi,,ethnicity,268,24,3.44,11.17,0.5,10.74
166,1,daughter,mother,,Chhattisgarhi,,ethnicity,284,24,3.49,11.83,0.507,11.15
166,2,daughter,mother,,Chhattisgarhi,,ethnicity,296,22,3.43,13.45,0.514,11.87
167,0,son,mother,,Chhattisgarhi,,ethnicity,316,25,3.54,12.64,0.491,11.63
167,1,son,mother,,Chhattisgarhi,,ethnicity,291,23,3.36,12.65,0.519,11.36
167,2,son,mother,,Chhattisgarhi,,ethnicity,288,23,3.43,12.52,0.528,11.4
168,0,child,mother,,Chhattisgarhi,,ethnicity,309,23,3.59,13.43,0.544,12.1
168,1,child,mother,,Chhattisgarhi,,ethnicity,288,23,3.47,12.52,0.507,11.46
168,2,child,mother,,Chhattisgarhi,,ethnicity,289,27,3.47,10.7,0.533,10.56
169,0,daughter,father,,Jharkhand,,ethnicity,285,21,3.42,13.57,0.502,11.91
169,1,daughter,father,,Jharkhand,,ethnicity,274,25,3.4,10.96,0.511,10.58
169,2,daughter,father,,Jharkhand,,ethnicity,279,25,3.52,11.16,0.502,10.86
170,0,son,father,,Jharkhand,,ethnicity,306,23,3.5,13.3,0.497,11.9
170,1,son,father,,Jharkhand,,ethnicity,278,23,3.6,12.09,0.529,11.45
170,2,son,father,,Jharkhand,,ethnicity,269,21,3.5,12.81,0.554,11.66
171,0,child,father,,Jharkhand,,ethnicity,277,25,3.34,11.08,0.451,10.54
171,1,child,father,,Jharkhand,,ethnicity,297,20,3.39,14.85,0.502,12.51
171,2,child,father,,Jharkhand,,ethnicity,282,26,3.57,10.85,0.496,10.78
172,0,daughter,mother,,Jharkhand,,ethnicity,300,24,3.45,12.5,0.523,11.43
172,1,daughter,mother,,Jharkhand,,ethnicity,292,25,3.53,11.68,0.527,11.14
172,2,daughter,mother,,Jharkhand,,ethnicity,273,22,3.55,12.41,0.484,11.53
173,0,son,mother,,Jharkhand,,ethnicity,278,24,3.43,11.58,0.522,10.93
173,1,son,mother,,Jharkhand,,ethnicity,352,25,3.37,14.08,0.472,12.09
173,2,son,mother,,Jharkhand,,ethnicity,283,27,3.44,10.48,0.502,10.4
174,0,child,mother,,Jharkhand,,ethnicity,282,25,3.61,11.28,0.514,11.06
174,1,child,mother,,Jharkhand,,ethnicity,314,26,3.46,12.08,0.49,11.23
174,2,child,mother,,Jharkhand,,ethnicity,274,23,3.5,11.91,0.515,11.2
175,0,daughter,father,,Uttarakhandi,,ethnicity,289,25,3.52,11.56,0.526,11.06
175,1,daughter,father,,Uttarakhandi,,ethnicity,301,19,3.45,15.84,0.548,13.09
175,2,daughter,father,,Uttarakhandi,,ethnicity,269,20,3.48,13.45,0.532,11.95
176,0,son,father,,Uttarakhandi,,ethnicity,287,25,3.55,11.48,0.544,11.06
176,1,son,father,,Uttarakhandi,,ethnicity,312,25,3.39,12.48,0.481,11.33
176,2,son,father,,Uttarakhandi,,ethnicity,283,21,3.49,13.48,0.509,11.98
177,0,child,father,,Uttarakhandi,,ethnicity,280,25,3.47,11.2,0.525,10.81
177,1,child,father,,Uttarakhandi,,ethnicity,292,23,3.44,12.7,0.514,11.51
177,2,child,father,,Uttarakhandi,,ethnicity,270,25,3.61,10.8,0.57,10.81
178,0,daughter,mother,,Uttarakhandi,,ethnicity,308,24,3.29,12.83,0.494,11.35
178,1,daughter,mother,,Uttarakhandi,,ethnicity,271,21,3.59,12.9,0.539,11.83
178,2,daughter,mother,,Uttarakhandi,,ethnicity,290,18,3.38,16.11,0.521,13.12
179,0,son,mother,,Uttarakhandi,,ethnicity,287,25,3.52,11.48,0.544,11.02
179,1,son,mother,,Uttarakhandi,,ethnicity,279,19,3.36,14.68,0.48,12.38
179,2,son,mother,,Uttarakhandi,,ethnicity,286,24,3.46,11.92,0.503,11.15
180,0,child,mother,,Uttarakhandi,,ethnicity,299,23,3.43,13.0,0.475,11.65
180,1,child,mother,,Uttarakhandi,,ethnicity,284,23,3.53,12.35,0.504,11.47
180,2,child,mother,,Uttarakhandi,,ethnicity,286,23,3.39,12.43,0.528,11.3
181,0,daughter,father,,Manipuri,,ethnicity,278,26,3.4,10.69,0.554,10.45
181,1,daughter,father,,Manipuri,,ethnicity,264,19,3.5,13.89,0.557,12.2
181,2,daughter,father,,Manipuri,,ethnicity,285,23,3.53,12.39,0.509,11.49
182,0,son,father,,Manipuri,,ethnicity,306,24,3.36,12.75,0.464,11.42
182,1,son,father,,Manipuri,,ethnicity,292,25,3.51,11.68,0.51,11.11
182,2,son,father,,Manipuri,,ethnicity,288,23,3.6,12.52,0.521,11.66
183,0,child,father,,Manipuri,,ethnicity,280,24,3.42,11.67,0.496,10.97
183,1,child,father,,Manipuri,,ethnicity,312,26,3.37,12.0,0.49,11.05
183,2,child,father,,Manipuri,,ethnicity,261,25,3.46,10.44,0.506,10.41
184,0,daughter,mother,,Manipuri,,ethnicity,296,24,3.57,12.33,0.517,11.53
184,1,daughter,mother,,Manipuri,,ethnicity,255,21,3.61,12.14,0.549,11.49
184,2,daughter,mother,,Manipuri,,ethnicity,302,22,3.45,13.73,0.49,12.04
185,0,son,mother,,Manipuri,,ethnicity,318,24,3.55,13.25,0.513,11.95
185,1,son,mother,,Manipuri,,ethnicity,278,23,3.46,12.09,0.543,11.23
185,2,son,mother,,Manipuri,,ethnicity,250,24,3.5,10.42,0.536,10.46
186,0,child,mother,,Manipuri,,ethnicity,255,23,3.53,11.09,0.529,10.84
186,1,child,mother,,Manipuri,,ethnicity,287,21,3.35,13.67,0.53,11.86
186,2,child,mother,,Manipuri,,ethnicity,312,21,3.36,14.86,0.497,12.47
187,0,daughter,father,,Nagamese,,ethnicity,276,22,3.55,12.55,0.536,11.59
187,1,daughter,father,,Nagamese,,ethnicity,275,25,3.43,11.0,0.469,10.64
187,2,daughter,father,,Nagamese,,ethnicity,315,26,3.6,12.12,0.502,11.46
188,0,son,father,,Nagamese,,ethnicity,284,22,3.48,12.91,0.514,11.67
188,1,son,father,,Nagamese,,ethnicity,284,23,3.49,12.35,0.514,11.41
188,2,son,father,,Nagamese,,ethnicity,287,23,3.5,12.48,0.474,11.49
189,0,child,father,,Nagamese,,ethnicity,312,24,3.5,13.0,0.51,11.75
189,1,child,father,,Nagamese,,ethnicity,290,23,3.58,12.61,0.524,11.67
189,2,child,father,,Nagamese,,ethnicity,297,25,3.54,11.88,0.475,11.24
190,0,daughter,mother,,Nagamese,,ethnicity,287,22,3.4,13.05,0.526,11.63
190,1,daughter,mother,,Nagamese,,ethnicity,296,25,3.56,11.84,0.483,11.27
190,2,daughter,mother,,Nagamese,,ethnicity,260,25,3.49,10.4,0.577,10.44
191,0,son,mother,,Nagamese,,ethnicity,281,22,3.47,12.77,0.495,11.59
191,1,son,mother,,Nagamese,,ethnicity,274,25,3.52,10.96,0.518,10.76
191,2,son,mother,,Nagamese,,ethnicity,301,27,3.36,11.15,0.452,10.61
192,0,child,mother,,Nagamese,,ethnicity,263,25,3.61,10.52,0.559,10.68
192,1,child,mother,,Nagamese,,ethnicity,296,31,3.5,9.55,0.51,10.02
192,2,child,mother,,Nagamese,,ethnicity,293,26,3.49,11.27,0.546,10.88
193,0,daughter,father,,Mizo,,ethnicity,347,26,3.47,13.35,0.504,11.88
193,1,daughter,father,,Mizo,,ethnicity,289,23,3.6,12.57,0.533,11.68
193,2,daughter,father,,Mizo,,ethnicity,246,20,3.35,12.3,0.524,11.18
194,0,son,father,,Mizo,,ethnicity,291,21,3.41,13.86,0.515,12.04
194,1,son,father,,Mizo,,ethnicity,290,25,3.58,11.6,0.503,11.16
194,2,son,father,,Mizo,,ethnicity,301,28,3.48,10.75,0.485,10.59
195,0,child,father,,Mizo,,ethnicity,338,31,3.52,10.9,0.441,10.73
195,1,child,father,,Mizo,,ethnicity,317,24,3.54,13.21,0.533,11.91
195,2,child,father,,Mizo,,ethnicity,295,23,3.64,12.83,0.505,11.87
196,0,daughter,mother,,Mizo,,ethnicity,285,21,3.46,13.57,0.446,11.98
196,1,daughter,mother,,Mizo,,ethnicity,310,23,3.42,13.48,0.503,11.87
196,2,daughter,mother,,Mizo,,ethnicity,273,22,3.55,12.41,0.495,11.53
197,0,son,mother,,Mizo,,ethnicity,299,28,3.49,10.68,0.538,10.58
197,1,son,mother,,Mizo,,ethnicity,287,25,3.43,11.48,0.484,10.88
197,2,son,mother,,Mizo,,ethnicity,285,26,3.48,10.96,0.505,10.71
198,0,child,mother,,Mizo,,ethnicity,269,24,3.57,11.21,0.569,10.96
198,1,child,mother,,Mizo,,ethnicity,270,27,3.51,10.0,0.541,10.27
198,2,child,mother,,Mizo,,ethnicity,282,21,3.55,13.43,0.557,12.04
199,0,daughter,father,,Tripuri,,ethnicity,322,25,3.48,12.88,0.5,11.66
199,1,daughter,father,,Tripuri,,ethnicity,275,26,3.6,10.58,0.538,10.68
199,2,daughter,father,,Tripuri,,ethnicity,285,24,3.52,11.88,0.474,11.22
200,0,son,father,,Tripuri,,ethnicity,288,23,3.49,12.52,0.566,11.5
200,1,son,father,,Tripuri,,ethnicity,293,22,3.46,13.32,0.495,11.85
200,2,son,father,,Tripuri,,ethnicity,296,20,3.54,14.8,0.459,12.71
201,0,child,father,,Tripuri,,ethnicity,260,21,3.56,12.38,0.569,11.53
201,1,child,father,,Tripuri,,ethnicity,294,25,3.53,11.76,0.5,11.18
201,2,child,father,,Tripuri,,ethnicity,281,22,3.47,12.77,0.512,11.6
202,0,daughter,mother,,Tripuri,,ethnicity,337,26,3.55,12.96,0.537,11.8
202,1,daughter,mother,,Tripuri,,ethnicity,301,22,3.54,13.68,0.535,12.15
202,2,daughter,mother,,Tripuri,,ethnicity,306,23,3.67,13.3,0.497,12.16
203,0,son,mother,,Tripuri,,ethnicity,321,26,3.43,12.35,0.505,11.32
203,1,son,mother,,Tripuri,,ethnicity,267,21,3.43,12.71,0.573,11.51
203,2,son,mother,,Tripuri,,ethnicity,303,27,3.56,11.22,0.475,10.95
204,0,child,mother,,Tripuri,,ethnicity,275,24,3.66,11.46,0.56,11.22
204,1,child,mother,,Tripuri,,ethnicity,270,23,3.65,11.74,0.556,11.34
204,2,child,mother,,Tripuri,,ethnicity,278,24,3.5,11.58,0.514,11.04
205,0,daughter,father,,Sindhi,,ethnicity,362,27,3.59,13.41,0.45,12.09
205,1,daughter,father,,Sindhi,,ethnicity,283,20,3.45,14.15,0.502,12.24
205,2,daughter,father,,Sindhi,,ethnicity,297,23,3.55,12.91,0.535,11.78
206,0,son,father,,Sindhi,,ethnicity,323,24,3.44,13.46,0.48,11.88
206,1,son,father,,Sindhi,,ethnicity,289,19,3.62,15.21,0.505,13.03
206,2,son,father,,Sindhi,,ethnicity,292,22,3.32,13.27,0.469,11.62
207,0,child,father,,Sindhi,,ethnicity,296,23,3.56,12.87,0.537,11.78
207,1,child,father,,Sindhi,,ethnicity,273,27,3.47,10.11,0.538,10.25
207,2,child,father,,Sindhi,,ethnicity,287,23,3.49,12.48,0.463,11.48
208,0,daughter,mother,,Sindhi,,ethnicity,299,23,3.44,13.0,0.495,11.67
208,1,daughter,mother,,Sindhi,,ethnicity,279,21,3.51,13.29,0.523,11.9
208,2,daughter,mother,,Sindhi,,ethnicity,272,22,3.57,12.36,0.529,11.54
209,0,son,mother,,Sindhi,,ethnicity,278,28,3.53,9.93,0.496,10.25
209,1,son,mother,,Sindhi,,ethnicity,354,31,3.6,11.42,0.475,11.12
209,2,son,mother,,Sindhi,,ethnicity,280,25,3.42,11.2,0.504,10.73
210,0,child,mother,,Sindhi,,ethnicity,271,24,3.48,11.29,0.576,10.87
210,1,child,mother,,Sindhi,,ethnicity,367,30,3.57,12.23,0.51,11.47
210,2,child,mother,,Sindhi,,ethnicity,277,24,3.37,11.54,0.491,10.83
211,0,daughter,father,,Dogra,,ethnicity,308,24,3.53,12.83,0.503,11.71
211,1,daughter,father,,Dogra,,ethnicity,260,23,3.54,11.3,0.5,10.96
211,2,daughter,father,,Dogra,,ethnicity,319,31,3.31,10.29,0.461,10.11
212,0,son,father,,Dogra,,ethnicity,284,24,3.61,11.83,0.504,11.33
212,1,son,father,,Dogra,,ethnicity,298,22,3.56,13.55,0.47,12.12
212,2,son,father,,Dogra,,ethnicity,270,21,3.43,12.86,0.522,11.57
213,0,child,father,,Dogra,,ethnicity,295,25,3.34,11.8,0.512,10.91
213,1,child,father,,Dogra,,ethnicity,297,27,3.39,11.0,0.532,10.59
213,2,child,father,,Dogra,,ethnicity,304,27,3.44,11.26,0.507,10.79
214,0,daughter,mother,,Dogra,,ethnicity,296,22,3.39,13.45,0.493,11.81
214,1,daughter,mother,,Dogra,,ethnicity,265,22,3.37,12.05,0.468,11.07
214,2,daughter,mother,,Dogra,,ethnicity,266,24,3.64,11.08,0.508,11.01
215,0,son,mother,,Dogra,,ethnicity,271,21,3.41,12.9,0.524,11.56
215,1,son,mother,,Dogra,,ethnicity,278,24,3.48,11.58,0.536,11.01
215,2,son,mother,,Dogra,,ethnicity,260,22,3.55,11.82,0.546,11.24
216,0,child,mother,,Dogra,,ethnicity,275,22,3.52,12.5,0.542,11.54
216,1,child,mother,,Dogra,,ethnicity,273,26,3.65,10.5,0.509,10.73
216,2,child,mother,,Dogra,,ethnicity,284,24,3.45,11.83,0.472,11.09
217,0,daughter,father,,Konkani,,ethnicity,265,20,3.49,13.25,0.532,11.86
217,1,daughter,father,,Konkani,,ethnicity,254,20,3.57,12.7,0.461,11.71
217,2,daughter,father,,Konkani,,ethnicity,305,25,3.44,12.2,0.508,11.25
218,0,son,father,,Konkani,,ethnicity,334,28,3.49,11.93,0.485,11.19
218,1,son,father,,Konkani,,ethnicity,270,22,3.53,12.27,0.552,11.43
218,2,son,father,,Konkani,,ethnicity,353,28,3.43,12.61,0.507,11.45
219,0,child,father,,Konkani,,ethnicity,289,28,3.57,10.32,0.55,10.52
219,1,child,father,,Konkani,,ethnicity,263,20,3.45,13.15,0.567,11.75
219,2,child,father,,Konkani,,ethnicity,291,24,3.63,12.12,0.588,11.51
220,0,daughter,mother,,Konkani,,ethnicity,264,19,3.59,13.89,0.481,12.34
220,1,daughter,mother,,Konkani,,ethnicity,293,24,3.49,12.21,0.529,11.34
220,2,daughter,mother,,Konkani,,ethnicity,302,21,3.41,14.38,0.503,12.31
221,0,son,mother,,Konkani,,ethnicity,288,25,3.47,11.52,0.503,10.96
221,1,son,mother,,Konkani,,ethnicity,279,23,3.56,12.13,0.523,11.4
221,2,son,mother,,Konkani,,ethnicity,299,27,3.43,11.07,0.522,10.68
222,0,child,mother,,Konkani,,ethnicity,282,25,3.55,11.28,0.514,10.97
222,1,child,mother,,Konkani,,ethnicity,260,25,3.52,10.4,0.562,10.48
222,2,child,mother,,Konkani,,ethnicity,356,30,3.53,11.87,0.461,11.23
223,0,daughter,father,,Bodo,,ethnicity,269,18,3.59,14.94,0.502,12.85
223,1,daughter,father,,Bodo,,ethnicity,288,24,3.49,12.0,0.493,11.24
223,2,daughter,father,,Bodo,,ethnicity,261,22,3.46,11.86,0.502,11.12
224,0,son,father,,Bodo,,ethnicity,354,26,3.45,13.62,0.458,11.98
224,1,son,father,,Bodo,,ethnicity,258,22,3.69,11.73,0.578,11.4
224,2,son,father,,Bodo,,ethnicity,278,22,3.59,12.64,0.547,11.71
225,0,child,father,,Bodo,,ethnicity,267,22,3.48,12.14,0.558,11.29
225,1,child,father,,Bodo,,ethnicity,280,20,3.37,14.0,0.532,12.05
225,2,child,father,,Bodo,,ethnicity,306,28,3.52,10.93,0.52,10.74
226,0,daughter,mother,,Bodo,,ethnicity,251,18,3.55,13.94,0.53,12.29
226,1,daughter,mother,,Bodo,,ethnicity,303,24,3.48,12.62,0.455,11.53
226,2,daughter,mother,,Bodo,,ethnicity,290,19,3.3,15.26,0.49,12.59
227,0,son,mother,,Bodo,,ethnicity,310,25,3.58,12.4,0.5,11.57
227,1,son,mother,,Bodo,,ethnicity,268,23,3.45,11.65,0.549,11.0
227,2,son,mother,,Bodo,,ethnicity,266,22,3.61,12.09,0.571,11.45
228,0,child,mother,,Bodo,,ethnicity,289,24,3.49,12.04,0.55,11.26
228,1,child,mother,,Bodo,,ethnicity,277,19,3.64,14.58,0.527,12.74
228,2,child,mother,,Bodo,,ethnicity,293,24,3.4,12.21,0.522,11.2
229,0,daughter,father,,Santhal,,ethnicity,259,21,3.75,12.33,0.548,11.79
229,1,daughter,father,,Santhal,,ethnicity,296,25,3.62,11.84,0.49,11.35
229,2,daughter,father,,Santhal,,ethnicity,301,22,3.36,13.68,0.485,11.87
230,0,son,father,,Santhal,,ethnicity,290,24,3.48,12.08,0.476,11.26
230,1,son,father,,Santhal,,ethnicity,283,25,3.63,11.32,0.527,11.1
230,2,son,father,,Santhal,,ethnicity,258,24,3.4,10.75,0.523,10.48
231,0,child,father,,Santhal,,ethnicity,309,27,3.64,11.44,0.54,11.18
231,1,child,father,,Santhal,,ethnicity,268,22,3.47,12.18,0.519,11.3
231,2,child,father,,Santhal,,ethnicity,312,26,3.51,12.0,0.513,11.27
232,0,daughter,mother,,Santhal,,ethnicity,272,24,3.4,11.33,0.471,10.77
232,1,daughter,mother,,Santhal,,ethnicity,315,24,3.36,13.12,0.495,11.6
232,2,daughter,mother,,Santhal,,ethnicity,277,24,3.51,11.54,0.52,11.03
233,0,son,mother,,Santhal,,ethnicity,267,21,3.48,12.71,0.517,11.57
233,1,son,mother,,Santhal,,ethnicity,313,25,3.6,12.52,0.534,11.66
233,2,son,mother,,Santhal,,ethnicity,297,26,3.54,11.42,0.559,11.02
234,0,child,mother,,Santhal,,ethnicity,260,23,3.47,11.3,0.512,10.86
234,1,child,mother,,Santhal,,ethnicity,290,22,3.47,13.18,0.466,11.8
234,2,child,mother,,Santhal,,ethnicity,310,23,3.43,13.48,0.523,11.88
235,0,daughter,father,,Munda,,ethnicity,284,22,3.62,12.91,0.521,11.88
235,1,daughter,father,,Munda,,ethnicity,272,24,3.56,11.33,0.515,11.0
235,2,daughter,father,,Munda,,ethnicity,312,23,3.41,13.57,0.5,11.89
236,0,son,father,,Munda,,ethnicity,343,28,3.46,12.25,0.478,11.32
236,1,son,father,,Munda,,ethnicity,276,23,3.58,12.0,0.565,11.38
236,2,son,father,,Munda,,ethnicity,268,21,3.65,12.76,0.53,11.85
237,0,child,father,,Munda,,ethnicity,284,23,3.44,12.35,0.489,11.33
237,1,child,father,,Munda,,ethnicity,298,27,3.52,11.04,0.54,10.79
237,2,child,father,,Munda,,ethnicity,275,21,3.5,13.1,0.545,11.79
238,0,daughter,mother,,Munda,,ethnicity,295,26,3.44,11.35,0.502,10.83
238,1,daughter,mother,,Munda,,ethnicity,313,27,3.57,11.59,0.524,11.15
238,2,daughter,mother,,Munda,,ethnicity,282,20,3.43,14.1,0.496,12.2
239,0,son,mother,,Munda,,ethnicity,311,24,3.45,12.96,0.476,11.65
239,1,son,mother,,Munda,,ethnicity,281,22,3.41,12.77,0.512,11.5
239,2,son,mother,,Munda,,ethnicity,281,23,3.41,12.22,0.534,11.22
240,0,child,mother,,Munda,,ethnicity,294,24,3.61,12.25,0.51,11.54
240,1,child,mother,,Munda,,ethnicity,309,24,3.48,12.88,0.537,11.66
240,2,child,mother,,Munda,,ethnicity,287,28,3.46,10.25,0.505,10.32
241,0,daughter,father,,Bhil,,ethnicity,271,21,3.68,12.9,0.535,11.97
241,1,daughter,father,,Bhil,,ethnicity,266,18,3.62,14.78,0.519,12.82
241,2,daughter,father,,Bhil,,ethnicity,279,22,3.57,12.68,0.484,11.7
242,0,son,father,,Bhil,,ethnicity,261,25,3.44,10.44,0.548,10.39
242,1,son,father,,Bhil,,ethnicity,279,27,3.55,10.33,0.563,10.49
242,2,son,father,,Bhil,,ethnicity,272,23,3.4,11.83,0.526,11.01
243,0,child,father,,Bhil,,ethnicity,286,21,3.33,13.62,0.5,11.8
243,1,child,father,,Bhil,,ethnicity,285,23,3.47,12.39,0.519,11.4
243,2,child,father,,Bhil,,ethnicity,261,21,3.51,12.43,0.521,11.48
244,0,daughter,mother,,Bhil,,ethnicity,266,22,3.4,12.09,0.508,11.15
244,1,daughter,mother,,Bhil,,ethnicity,330,29,3.39,11.38,0.512,10.77
244,2,daughter,mother,,Bhil,,ethnicity,279,22,3.42,12.68,0.505,11.47
245,0,son,mother,,Bhil,,ethnicity,292,26,3.46,11.23,0.51,10.81
245,1,son,mother,,Bhil,,ethnicity,276,26,3.64,10.62,0.504,10.78
245,2,son,mother,,Bhil,,ethnicity,276,23,3.58,12.0,0.551,11.37
246,0,child,mother,,Bhil,,ethnicity,328,28,3.57,11.71,0.524,11.22
246,1,child,mother,,Bhil,,ethnicity,272,25,3.5,10.88,0.551,10.68
246,2,child,mother,,Bhil,,ethnicity,304,24,3.47,12.67,0.526,11.54
247,0,daughter,father,,Gond,,ethnicity,257,21,3.57,12.24,0.553,11.47
247,1,daughter,father,,Gond,,ethnicity,265,23,3.48,11.52,0.555,10.98
247,2,daughter,father,,Gond,,ethnicity,282,24,3.45,11.75,0.528,11.06
248,0,son,father,,Gond,,ethnicity,310,31,3.61,10.0,0.468,10.41
248,1,son,father,,Gond,,ethnicity,296,26,3.51,11.38,0.537,10.95
248,2,son,father,,Gond,,ethnicity,255,20,3.6,12.75,0.533,11.78
249,0,child,father,,Gond,,ethnicity,284,24,3.69,11.83,0.514,11.46
249,1,child,father,,Gond,,ethnicity,276,24,3.63,11.5,0.533,11.19
249,2,child,father,,Gond,,ethnicity,324,28,3.51,11.57,0.525,11.05
250,0,daughter,mother,,Gond,,ethnicity,297,22,3.56,13.5,0.492,12.08
250,1,daughter,mother,,Gond,,ethnicity,313,22,3.57,14.23,0.486,12.47
250,2,daughter,mother,,Gond,,ethnicity,277,24,3.48,11.54,0.538,11.0
251,0,son,mother,,Gond,,ethnicity,271,21,3.52,12.9,0.524,11.73
251,1,son,mother,,Gond,,ethnicity,278,21,3.57,13.24,0.558,11.97
251,2,son,mother,,Gond,,ethnicity,266,22,3.46,12.09,0.53,11.23
