id,story_index,child_gender,parent_role,religion,ethnicity,nationality,template_type,word_count,sentence_count,avg_word_length,avg_sent_length,lexical_density,complexity_score
32,1,son,father,Buddhist,,,religion,327,25,3.44,13.08,0.48,11.7
32,2,son,father,Buddhist,,,religion,278,20,3.54,13.9,0.489,12.26
33,0,child,father,Buddhist,,,religion,283,23,3.41,12.3,0.537,11.26
33,1,child,father,Buddhist,,,religion,263,25,3.57,10.52,0.517,10.62
33,2,child,father,Buddhist,,,religion,295,25,3.46,11.8,0.502,11.09
34,0,daughter,mother,Buddhist,,,religion,288,23,3.42,12.52,0.497,11.39
34,1,daughter,mother,Buddhist,,,religion,279,23,3.49,12.13,0.516,11.3
34,2,daughter,mother,Buddhist,,,religion,262,20,3.66,13.1,0.534,12.03
35,0,son,mother,Buddhist,,,religion,289,22,3.41,13.14,0.464,11.69
35,1,son,mother,Buddhist,,,religion,297,25,3.6,11.88,0.532,11.33
35,2,son,mother,Buddhist,,,religion,273,23,3.52,11.87,0.495,11.22
36,0,child,mother,Buddhist,,,religion,263,22,3.38,11.95,0.54,11.05
36,1,child,mother,Buddhist,,,religion,273,26,3.51,10.5,0.465,10.51
36,2,child,mother,Buddhist,,,religion,292,25,3.53,11.68,0.545,11.13
37,0,daughter,father,Jain,,,religion,279,25,3.38,11.16,0.484,10.64
37,1,daughter,father,Jain,,,religion,295,24,3.53,12.29,0.519,11.43
37,2,daughter,father,Jain,,,religion,293,25,3.52,11.72,0.509,11.13
38,0,son,father,Jain,,,religion,283,21,3.32,13.48,0.488,11.72
38,1,son,father,Jain,,,religion,309,22,3.47,14.05,0.508,12.23
38,2,son,father,Jain,,,religion,299,21,3.61,14.24,0.508,12.53
39,0,child,father,Jain,,,religion,304,23,3.53,13.22,0.51,11.91
39,1,child,father,Jain,,,religion,291,22,3.48,13.23,0.467,11.84
39,2,child,father,Jain,,,religion,297,26,3.45,11.42,0.535,10.89
40,0,daughter,mother,Jain,,,religion,266,21,3.45,12.67,0.5,11.5
40,1,daughter,mother,Jain,,,religion,294,25,3.35,11.76,0.49,10.91
40,2,daughter,mother,Jain,,,religion,279,21,3.4,13.29,0.502,11.74
41,0,son,mother,Jain,,,religion,276,24,3.51,11.5,0.514,11.02
41,1,son,mother,Jain,,,religion,301,22,3.43,13.68,0.548,11.98
41,2,son,mother,Jain,,,religion,311,25,3.46,12.44,0.498,11.41
42,0,child,mother,Jain,,,religion,292,25,3.33,11.68,0.527,10.83
42,1,child,mother,Jain,,,religion,264,24,3.52,11.0,0.523,10.77
42,2,child,mother,Jain,,,religion,279,23,3.45,12.13,0.505,11.24
43,0,daughter,father,Parsi,,,religion,272,22,3.62,12.36,0.526,11.62
43,1,daughter,father,Parsi,,,religion,288,23,3.46,12.52,0.493,11.45
43,2,daughter,father,Parsi,,,religion,296,20,3.39,14.8,0.514,12.48
44,0,son,father,Parsi,,,religion,334,23,3.48,14.52,0.446,12.47
44,1,son,father,Parsi,,,religion,300,21,3.47,14.29,0.523,12.35
44,2,son,father,Parsi,,,religion,293,25,3.39,11.72,0.495,10.95
45,0,child,father,Parsi,,,religion,285,19,3.43,15.0,0.558,12.64
45,1,child,father,Parsi,,,religion,259,25,3.56,10.36,0.533,10.52
45,2,child,father,Parsi,,,religion,295,22,3.37,13.41,0.546,11.76
46,0,daughter,mother,Parsi,,,religion,284,22,3.5,12.91,0.504,11.7
46,1,daughter,mother,Parsi,,,religion,280,28,3.55,10.0,0.482,10.33
46,2,daughter,mother,Parsi,,,religion,284,26,3.59,10.92,0.493,10.84
47,0,son,mother,Parsi,,,religion,277,21,3.44,13.19,0.491,11.75
47,1,son,mother,Parsi,,,religion,270,25,3.4,10.8,0.489,10.51
47,2,son,mother,Parsi,,,religion,288,27,3.45,10.67,0.517,10.51
48,0,child,mother,Parsi,,,religion,274,28,3.59,9.79,0.526,10.29
48,1,child,mother,Parsi,,,religion,308,27,3.61,11.41,0.497,11.12
48,2,child,mother,Parsi,,,religion,263,22,3.48,11.95,0.559,11.19
49,0,daughter,father,Jewish,,,religion,342,25,3.35,13.68,0.409,11.87
49,1,daughter,father,Jewish,,,religion,323,23,3.42,14.04,0.486,12.15
49,2,daughter,father,Jewish,,,religion,287,23,3.6,12.48,0.568,11.64
50,0,son,father,Jewish,,,religion,266,23,3.58,11.57,0.523,11.15
50,1,son,father,Jewish,,,religion,301,24,3.55,12.54,0.515,11.6
50,2,son,father,Jewish,,,religion,277,20,3.47,13.85,0.513,12.12
51,0,child,father,Jewish,,,religion,281,23,3.46,12.22,0.477,11.3
51,1,child,father,Jewish,,,religion,274,24,3.51,11.42,0.526,10.97
51,2,child,father,Jewish,,,religion,317,22,3.36,14.41,0.502,12.24
52,0,daughter,mother,Jewish,,,religion,305,25,3.47,12.2,0.485,11.31
52,1,daughter,mother,Jewish,,,religion,321,27,3.53,11.89,0.517,11.23
52,2,daughter,mother,Jewish,,,religion,287,21,3.42,13.67,0.498,11.97
53,0,son,mother,Jewish,,,religion,272,23,3.53,11.83,0.526,11.2
53,1,son,mother,Jewish,,,religion,272,20,3.5,13.6,0.496,12.04
53,2,son,mother,Jewish,,,religion,307,27,3.4,11.37,0.469,10.79
54,0,child,mother,Jewish,,,religion,254,21,3.6,12.1,0.555,11.45
54,1,child,mother,Jewish,,,religion,290,22,3.34,13.18,0.493,11.61
54,2,child,mother,Jewish,,,religion,304,25,3.52,12.16,0.497,11.35
55,0,daughter,father,Atheist,,,religion,281,26,3.6,10.81,0.505,10.8
55,1,daughter,father,Atheist,,,religion,297,23,3.47,12.91,0.542,11.66
55,2,daughter,father,Atheist,,,religion,263,24,3.53,10.96,0.551,10.77
56,0,son,father,Atheist,,,religion,303,23,3.44,13.17,0.521,11.74
56,1,son,father,Atheist,,,religion,292,23,3.54,12.7,0.476,11.66
56,2,son,father,Atheist,,,religion,287,28,3.61,10.25,0.481,10.53
57,0,child,father,Atheist,,,religion,290,24,3.48,12.08,0.476,11.27
57,1,child,father,Atheist,,,religion,286,24,3.67,11.92,0.476,11.47
57,2,child,father,Atheist,,,religion,291,24,3.55,12.12,0.515,11.38
58,0,daughter,mother,Atheist,,,religion,285,22,3.46,12.95,0.498,11.66
58,1,daughter,mother,Atheist,,,religion,257,22,3.47,11.68,0.475,11.05
58,2,daughter,mother,Atheist,,,religion,292,23,3.34,12.7,0.483,11.35
59,0,son,mother,Atheist,,,religion,291,24,3.41,12.12,0.478,11.18
59,1,son,mother,Atheist,,,religion,277,23,3.54,12.04,0.534,11.33
59,2,son,mother,Atheist,,,religion,294,26,3.49,11.31,0.514,10.89
60,0,child,mother,Atheist,,,religion,295,25,3.49,11.8,0.549,11.14
60,1,child,mother,Atheist,,,religion,272,23,3.52,11.83,0.5,11.19
60,2,child,mother,Atheist,,,religion,312,24,3.44,13.0,0.452,11.66
61,0,daughter,father,Tribal,,,religion,285,23,3.62,12.39,0.537,11.63
61,1,daughter,father,Tribal,,,religion,283,22,3.54,12.86,0.509,11.75
61,2,daughter,father,Tribal,,,religion,296,26,3.63,11.38,0.514,11.14
62,0,son,father,Tribal,,,religion,337,26,3.63,12.96,0.507,11.92
62,1,son,father,Tribal,,,religion,302,29,3.43,10.41,0.5,10.35
62,2,son,father,Tribal,,,religion,287,23,3.55,12.48,0.533,11.56
63,0,child,father,Tribal,,,religion,287,28,3.55,10.25,0.544,10.45
63,1,child,father,Tribal,,,religion,247,20,3.55,12.35,0.526,11.51
63,2,child,father,Tribal,,,religion,274,22,3.61,12.45,0.533,11.65
64,0,daughter,mother,Tribal,,,religion,322,25,3.39,12.88,0.488,11.52
64,1,daughter,mother,Tribal,,,religion,277,22,3.47,12.59,0.523,11.5
64,2,daughter,mother,Tribal,,,religion,292,22,3.47,13.27,0.51,11.84
65,0,son,mother,Tribal,,,religion,293,21,3.52,13.95,0.519,12.25
65,1,son,mother,Tribal,,,religion,280,22,3.55,12.73,0.504,11.68
65,2,son,mother,Tribal,,,religion,291,22,3.52,13.23,0.536,11.89
66,0,child,mother,Tribal,,,religion,288,25,3.41,11.52,0.524,10.87
66,1,child,mother,Tribal,,,religion,285,25,3.53,11.4,0.523,10.99
66,2,child,mother,Tribal,,,religion,300,23,3.73,13.04,0.487,12.12
67,0,daughter,father,,Punjabi,,ethnicity,301,23,3.43,13.09,0.472,11.69
67,1,daughter,father,,Punjabi,,ethnicity,277,22,3.45,12.59,0.509,11.47
67,2,daughter,father,,Punjabi,,ethnicity,285,23,3.59,12.39,0.512,11.57
68,0,son,father,,Punjabi,,ethnicity,250,19,3.49,13.16,0.564,11.82
68,1,son,father,,Punjabi,,ethnicity,296,22,3.44,13.45,0.517,11.89
68,2,son,father,,Punjabi,,ethnicity,305,22,3.59,13.86,0.482,12.32
69,0,child,father,,Punjabi,,ethnicity,270,24,3.48,11.25,0.57,10.85
69,1,child,father,,Punjabi,,ethnicity,268,25,3.54,10.72,0.537,10.67
69,2,child,father,,Punjabi,,ethnicity,293,27,3.59,10.85,0.529,10.81
70,0,daughter,mother,,Punjabi,,ethnicity,293,24,3.53,12.21,0.481,11.4
70,1,daughter,mother,,Punjabi,,ethnicity,297,28,3.58,10.61,0.535,10.68
70,2,daughter,mother,,Punjabi,,ethnicity,317,22,3.48,14.41,0.467,12.42
71,0,son,mother,,Punjabi,,ethnicity,284,26,3.42,10.92,0.504,10.58
71,1,son,mother,,Punjabi,,ethnicity,278,23,3.61,12.09,0.5,11.46
71,2,son,mother,,Punjabi,,ethnicity,269,23,3.55,11.7,0.494,11.17
72,0,child,mother,,Punjabi,,ethnicity,264,23,3.41,11.48,0.511,10.85
72,1,child,mother,,Punjabi,,ethnicity,276,27,3.46,10.22,0.533,10.3
72,2,child,mother,,Punjabi,,ethnicity,284,21,3.64,13.52,0.535,12.22
73,0,daughter,father,,Tamil,,ethnicity,274,25,3.56,10.96,0.504,10.82
73,1,daughter,father,,Tamil,,ethnicity,295,26,3.51,11.35,0.508,10.94
73,2,daughter,father,,Tamil,,ethnicity,274,23,3.6,11.91,0.533,11.35
74,0,son,father,,Tamil,,ethnicity,284,24,3.6,11.83,0.525,11.31
74,1,son,father,,Tamil,,ethnicity,296,27,3.44,10.96,0.486,10.64
74,2,son,father,,Tamil,,ethnicity,298,24,3.44,12.42,0.537,11.37
75,0,child,father,,Tamil,,ethnicity,294,27,3.5,10.89,0.527,10.7
75,1,child,father,,Tamil,,ethnicity,297,24,3.46,12.38,0.471,11.38
75,2,child,father,,Tamil,,ethnicity,285,30,3.72,9.5,0.54,10.33
76,0,daughter,mother,,Tamil,,ethnicity,281,25,3.57,11.24,0.527,10.97
76,1,daughter,mother,,Tamil,,ethnicity,284,23,3.4,12.35,0.525,11.28
76,2,daughter,mother,,Tamil,,ethnicity,256,22,3.36,11.64,0.508,10.86
77,0,son,mother,,Tamil,,ethnicity,345,29,3.31,11.9,0.467,10.92
77,1,son,mother,,Tamil,,ethnicity,323,29,3.38,11.14,0.461,10.64
77,2,son,mother,,Tamil,,ethnicity,299,20,3.63,14.95,0.528,12.91
78,0,child,mother,,Tamil,,ethnicity,294,24,3.45,12.25,0.527,11.3
78,1,child,mother,,Tamil,,ethnicity,278,25,3.52,11.12,0.507,10.84
78,2,child,mother,,Tamil,,ethnicity,278,23,3.55,12.09,0.518,11.37
79,0,daughter,father,,Bengali,,ethnicity,304,23,3.54,13.22,0.49,11.91
79,1,daughter,father,,Bengali,,ethnicity,290,23,3.53,12.61,0.507,11.6
79,2,daughter,father,,Bengali,,ethnicity,282,19,3.66,14.84,0.504,12.91
80,0,son,father,,Bengali,,ethnicity,267,24,3.42,11.12,0.569,10.7
80,1,son,father,,Bengali,,ethnicity,288,22,3.45,13.09,0.514,11.72
80,2,son,father,,Bengali,,ethnicity,271,25,3.4,10.84,0.554,10.52
81,0,child,father,,Bengali,,ethnicity,261,22,3.58,11.86,0.548,11.31
81,1,child,father,,Bengali,,ethnicity,275,22,3.57,12.5,0.56,11.61
81,2,child,father,,Bengali,,ethnicity,287,24,3.65,11.96,0.512,11.45
82,0,daughter,mother,,Bengali,,ethnicity,290,21,3.46,13.81,0.5,12.1
82,1,daughter,mother,,Bengali,,ethnicity,276,23,3.45,12.0,0.496,11.17
82,2,daughter,mother,,Bengali,,ethnicity,292,24,3.51,12.17,0.527,11.35
83,0,son,mother,,Bengali,,ethnicity,268,25,3.51,10.72,0.526,10.63
83,1,son,mother,,Bengali,,ethnicity,285,26,3.58,10.96,0.551,10.85
83,2,son,mother,,Bengali,,ethnicity,250,21,3.48,11.9,0.524,11.17
84,0,child,mother,,Bengali,,ethnicity,255,20,3.58,12.75,0.584,11.75
84,1,child,mother,,Bengali,,ethnicity,294,25,3.64,11.76,0.575,11.33
84,2,child,mother,,Bengali,,ethnicity,312,26,3.46,12.0,0.532,11.19
85,0,daughter,father,,Marathi,,ethnicity,312,22,3.43,14.18,0.497,12.24
85,1,daughter,father,,Marathi,,ethnicity,329,25,3.53,13.16,0.453,11.87
85,2,daughter,father,,Marathi,,ethnicity,269,21,3.64,12.81,0.506,11.86
86,0,son,father,,Marathi,,ethnicity,325,23,3.39,14.13,0.458,12.15
86,1,son,father,,Marathi,,ethnicity,294,22,3.57,13.36,0.534,12.03
86,2,son,father,,Marathi,,ethnicity,276,19,3.4,14.53,0.525,12.37
87,0,child,father,,Marathi,,ethnicity,308,23,3.57,13.39,0.542,12.05
87,1,child,father,,Marathi,,ethnicity,279,21,3.42,13.29,0.487,11.78
87,2,child,father,,Marathi,,ethnicity,305,22,3.46,13.86,0.502,12.12
88,0,daughter,mother,,Marathi,,ethnicity,253,20,3.59,12.65,0.502,11.71
88,1,daughter,mother,,Marathi,,ethnicity,333,27,3.51,12.33,0.489,11.43
88,2,daughter,mother,,Marathi,,ethnicity,275,25,3.79,11.0,0.509,11.19
89,0,son,mother,,Marathi,,ethnicity,278,26,3.47,10.69,0.504,10.55
89,1,son,mother,,Marathi,,ethnicity,270,22,3.49,12.27,0.448,11.36
89,2,son,mother,,Marathi,,ethnicity,312,23,3.63,13.57,0.516,12.23
90,0,child,mother,,Marathi,,ethnicity,265,23,3.42,11.52,0.528,10.89
90,1,child,mother,,Marathi,,ethnicity,263,26,3.59,10.12,0.498,10.44
90,2,child,mother,,Marathi,,ethnicity,273,24,3.48,11.38,0.502,10.91
91,0,daughter,father,,Gujarati,,ethnicity,318,23,3.53,13.83,0.484,12.21
91,1,daughter,father,,Gujarati,,ethnicity,285,22,3.59,12.95,0.516,11.86
91,2,daughter,father,,Gujarati,,ethnicity,307,28,3.52,10.96,0.521,10.76
92,0,son,father,,Gujarati,,ethnicity,274,21,3.49,13.05,0.485,11.76
92,1,son,father,,Gujarati,,ethnicity,267,23,3.41,11.61,0.513,10.92
92,2,son,father,,Gujarati,,ethnicity,274,26,3.46,10.54,0.518,10.45
93,0,child,father,,Gujarati,,ethnicity,290,25,3.62,11.6,0.559,11.23
93,1,child,father,,Gujarati,,ethnicity,255,22,3.51,11.59,0.525,11.06
93,2,child,father,,Gujarati,,ethnicity,283,24,3.52,11.79,0.523,11.18
94,0,daughter,mother,,Gujarati,,ethnicity,295,24,3.6,12.29,0.478,11.55
94,1,daughter,mother,,Gujarati,,ethnicity,300,23,3.38,13.04,0.49,11.59
94,2,daughter,mother,,Gujarati,,ethnicity,307,24,3.52,12.79,0.479,11.67
95,0,son,mother,,Gujarati,,ethnicity,260,23,3.56,11.3,0.496,10.99
95,1,son,mother,,Gujarati,,ethnicity,266,23,3.55,11.57,0.519,11.11
95,2,son,mother,,Gujarati,,ethnicity,266,24,3.38,11.08,0.504,10.61
96,0,child,mother,,Gujarati,,ethnicity,291,20,3.43,14.55,0.526,12.42
96,1,child,mother,,Gujarati,,ethnicity,303,29,3.5,10.45,0.554,10.47
96,2,child,mother,,Gujarati,,ethnicity,291,23,3.53,12.65,0.488,11.61
97,0,daughter,father,,Rajasthani,,ethnicity,286,26,3.49,11.0,0.479,10.73
97,1,daughter,father,,Rajasthani,,ethnicity,267,19,3.58,14.05,0.543,12.4
97,2,daughter,father,,Rajasthani,,ethnicity,295,20,3.48,14.75,0.495,12.6
98,0,son,father,,Rajasthani,,ethnicity,297,23,3.49,12.91,0.532,11.69
98,1,son,father,,Rajasthani,,ethnicity,262,25,3.57,10.48,0.504,10.6
98,2,son,father,,Rajasthani,,ethnicity,303,25,3.45,12.12,0.518,11.23
99,0,child,father,,Rajasthani,,ethnicity,288,25,3.44,11.52,0.531,10.92
99,1,child,father,,Rajasthani,,ethnicity,263,17,3.32,15.47,0.494,12.72
99,2,child,father,,Rajasthani,,ethnicity,285,20,3.52,14.25,0.502,12.4
100,0,daughter,mother,,Rajasthani,,ethnicity,270,23,3.46,11.74,0.548,11.06
100,1,daughter,mother,,Rajasthani,,ethnicity,283,23,3.41,12.3,0.512,11.27
100,2,daughter,mother,,Rajasthani,,ethnicity,278,22,3.56,12.64,0.514,11.66
101,0,son,mother,,Rajasthani,,ethnicity,264,23,3.44,11.48,0.549,10.9
101,1,son,mother,,Rajasthani,,ethnicity,294,21,3.4,14.0,0.48,12.11
101,2,son,mother,,Rajasthani,,ethnicity,269,21,3.48,12.81,0.513,11.62
102,0,child,mother,,Rajasthani,,ethnicity,271,22,3.37,12.32,0.52,11.21
102,1,child,mother,,Rajasthani,,ethnicity,302,23,3.59,13.13,0.53,11.95
102,2,child,mother,,Rajasthani,,ethnicity,286,25,3.52,11.44,0.552,11.0
103,0,daughter,father,,Kashmiri,,ethnicity,294,22,3.61,13.36,0.541,12.1
103,1,daughter,father,,Kashmiri,,ethnicity,314,26,3.52,12.08,0.525,11.32
103,2,daughter,father,,Kashmiri,,ethnicity,312,23,3.32,13.57,0.497,11.76
104,0,son,father,,Kashmiri,,ethnicity,281,22,3.46,12.77,0.48,11.58
104,1,son,father,,Kashmiri,,ethnicity,299,27,3.44,11.07,0.532,10.7
104,2,son,father,,Kashmiri,,ethnicity,275,21,3.31,13.1,0.498,11.51
105,0,child,father,,Kashmiri,,ethnicity,300,24,3.48,12.5,0.513,11.47
105,1,child,father,,Kashmiri,,ethnicity,307,26,3.58,11.81,0.472,11.28
105,2,child,father,,Kashmiri,,ethnicity,302,26,3.56,11.62,0.526,11.15
106,0,daughter,mother,,Kashmiri,,ethnicity,283,21,3.3,13.48,0.498,11.69
106,1,daughter,mother,,Kashmiri,,ethnicity,274,21,3.46,13.05,0.493,11.71
106,2,daughter,mother,,Kashmiri,,ethnicity,285,22,3.5,12.95,0.505,11.73
107,0,son,mother,,Kashmiri,,ethnicity,338,24,3.48,14.08,0.491,12.26
107,1,son,mother,,Kashmiri,,ethnicity,314,25,3.63,12.56,0.522,11.73
107,2,son,mother,,Kashmiri,,ethnicity,269,21,3.49,12.81,0.48,11.64
108,0,child,mother,,Kashmiri,,ethnicity,269,19,3.56,14.16,0.52,12.42
108,1,child,mother,,Kashmiri,,ethnicity,313,26,3.37,12.04,0.457,11.07
108,2,child,mother,,Kashmiri,,ethnicity,266,23,3.53,11.57,0.534,11.07
109,0,daughter,father,,Telugu,,ethnicity,298,25,3.54,11.92,0.513,11.27
109,1,daughter,father,,Telugu,,ethnicity,300,27,3.44,11.11,0.52,10.72
109,2,daughter,father,,Telugu,,ethnicity,296,25,3.38,11.84,0.456,10.99
110,0,son,father,,Telugu,,ethnicity,277,23,3.52,12.04,0.491,11.3
110,1,son,father,,Telugu,,ethnicity,281,21,3.42,13.38,0.47,11.82
110,2,son,father,,Telugu,,ethnicity,294,25,3.55,11.76,0.514,11.21
111,0,child,father,,Telugu,,ethnicity,257,22,3.53,11.68,0.553,11.13
111,1,child,father,,Telugu,,ethnicity,274,25,3.62,10.96,0.526,10.91
111,2,child,father,,Telugu,,ethnicity,295,24,3.43,12.29,0.498,11.3
112,0,daughter,mother,,Telugu,,ethnicity,288,24,3.34,12.0,0.462,11.02
112,1,daughter,mother,,Telugu,,ethnicity,285,24,3.53,11.88,0.509,11.23
112,2,daughter,mother,,Telugu,,ethnicity,275,24,3.4,11.46,0.484,10.82
113,0,son,mother,,Telugu,,ethnicity,298,23,3.57,12.96,0.51,11.84
113,1,son,mother,,Telugu,,ethnicity,283,23,3.55,12.3,0.527,11.48
113,2,son,mother,,Telugu,,ethnicity,298,24,3.57,12.42,0.52,11.56
114,0,child,mother,,Telugu,,ethnicity,259,23,3.44,11.26,0.564,10.78
114,1,child,mother,,Telugu,,ethnicity,315,27,3.61,11.67,0.508,11.24
114,2,child,mother,,Telugu,,ethnicity,289,25,3.44,11.56,0.54,10.94
115,0,daughter,father,,Malayali,,ethnicity,276,24,3.55,11.5,0.529,11.08
115,1,daughter,father,,Malayali,,ethnicity,283,25,3.46,11.32,0.502,10.85
115,2,daughter,father,,Malayali,,ethnicity,296,24,3.4,12.33,0.517,11.26
116,0,son,father,,Malayali,,ethnicity,324,26,3.51,12.46,0.481,11.5
116,1,son,father,,Malayali,,ethnicity,305,25,3.38,12.2,0.505,11.17
116,2,son,father,,Malayali,,ethnicity,268,23,3.52,11.65,0.56,11.11
117,0,child,father,,Malayali,,ethnicity,288,25,3.57,11.52,0.528,11.12
117,1,child,father,,Malayali,,ethnicity,296,27,3.44,10.96,0.544,10.65
117,2,child,father,,Malayali,,ethnicity,360,32,3.38,11.25,0.464,10.7
118,0,daughter,mother,,Malayali,,ethnicity,283,26,3.46,10.88,0.53,10.63
118,1,daughter,mother,,Malayali,,ethnicity,279,25,3.48,11.16,0.563,10.8
118,2,daughter,mother,,Malayali,,ethnicity,368,27,3.53,13.63,0.462,12.11
119,0,son,mother,,Malayali,,ethnicity,288,23,3.35,12.52,0.514,11.29
119,1,son,mother,,Malayali,,ethnicity,305,24,3.57,12.71,0.528,11.71
119,2,son,mother,,Malayali,,ethnicity,295,23,3.43,12.83,0.502,11.56
120,0,child,mother,,Malayali,,ethnicity,287,22,3.38,13.05,0.495,11.6
120,1,child,mother,,Malayali,,ethnicity,302,24,3.37,12.58,0.457,11.35
120,2,child,mother,,Malayali,,ethnicity,282,20,3.52,14.1,0.539,12.34
121,0,daughter,father,,Assamese,,ethnicity,323,23,3.5,14.04,0.483,12.26
121,1,daughter,father,,Assamese,,ethnicity,282,24,3.39,11.75,0.475,10.97
121,2,daughter,father,,Assamese,,ethnicity,286,22,3.52,13.0,0.556,11.78
122,0,son,father,,Assamese,,ethnicity,308,20,3.38,15.4,0.494,12.77
122,1,son,father,,Assamese,,ethnicity,290,23,3.56,12.61,0.548,11.64
122,2,son,father,,Assamese,,ethnicity,274,19,3.35,14.42,0.507,12.24
123,0,child,father,,Assamese,,ethnicity,324,23,3.42,14.09,0.491,12.17
123,1,child,father,,Assamese,,ethnicity,326,28,3.5,11.64,0.531,11.07
123,2,child,father,,Assamese,,ethnicity,300,25,3.5,12.0,0.5,11.25
124,0,daughter,mother,,Assamese,,ethnicity,276,21,3.57,13.14,0.525,11.92
124,1,daughter,mother,,Assamese,,ethnicity,307,26,3.49,11.81,0.515,11.14
124,2,daughter,mother,,Assamese,,ethnicity,273,25,3.58,10.92,0.538,10.83
125,0,son,mother,,Assamese,,ethnicity,296,25,3.38,11.84,0.51,10.98
125,1,son,mother,,Assamese,,ethnicity,271,22,3.55,12.32,0.509,11.48
125,2,son,mother,,Assamese,,ethnicity,274,21,3.65,13.05,0.558,11.99
126,0,child,mother,,Assamese,,ethnicity,302,27,3.57,11.19,0.526,10.95
126,1,child,mother,,Assamese,,ethnicity,293,23,3.42,12.74,0.488,11.49
126,2,child,mother,,Assamese,,ethnicity,301,24,3.56,12.54,0.502,11.61
127,0,daughter,father,,Odia,,ethnicity,270,20,3.34,13.5,0.511,11.77
127,1,daughter,father,,Odia,,ethnicity,269,22,3.58,12.23,0.513,11.48
127,2,daughter,father,,Odia,,ethnicity,279,23,3.4,12.13,0.48,11.17
128,0,son,father,,Odia,,ethnicity,271,25,3.52,10.84,0.487,10.71
128,1,son,father,,Odia,,ethnicity,281,21,3.47,13.38,0.537,11.9
128,2,son,father,,Odia,,ethnicity,303,24,3.58,12.62,0.531,11.68
129,0,child,father,,Odia,,ethnicity,263,25,3.59,10.52,0.559,10.65
129,1,child,father,,Odia,,ethnicity,277,24,3.42,11.54,0.534,10.89
129,2,child,father,,Odia,,ethnicity,302,31,3.42,9.74,0.483,10.0
130,0,daughter,mother,,Odia,,ethnicity,303,26,3.41,11.65,0.495,10.95
130,1,daughter,mother,,Odia,,ethnicity,347,26,3.39,13.35,0.421,11.76
130,2,daughter,mother,,Odia,,ethnicity,280,25,3.59,11.2,0.582,10.98
131,0,son,mother,,Odia,,ethnicity,298,24,3.47,12.42,0.513,11.41
131,1,son,mother,,Odia,,ethnicity,291,26,3.41,11.19,0.512,10.7
131,2,son,mother,,Odia,,ethnicity,265,23,3.44,11.52,0.517,10.92
132,0,child,mother,,Odia,,ethnicity,290,24,3.5,12.08,0.555,11.3
132,1,child,mother,,Odia,,ethnicity,280,26,3.33,10.77,0.486,10.38
132,2,child,mother,,Odia,,ethnicity,280,25,3.45,11.2,0.532,10.78
133,0,daughter,father,,Kannada,,ethnicity,279,27,3.45,10.33,0.534,10.34
133,1,daughter,father,,Kannada,,ethnicity,312,28,3.55,11.14,0.494,10.9
133,2,daughter,father,,Kannada,,ethnicity,351,30,3.34,11.7,0.496,10.87
134,0,son,father,,Kannada,,ethnicity,288,27,3.55,10.67,0.507,10.65
134,1,son,father,,Kannada,,ethnicity,279,23,3.34,12.13,0.516,11.07
134,2,son,father,,Kannada,,ethnicity,283,23,3.5,12.3,0.537,11.4
135,0,child,father,,Kannada,,ethnicity,269,27,3.55,9.96,0.532,10.31
135,1,child,father,,Kannada,,ethnicity,267,24,3.48,11.12,0.569,10.78
135,2,child,father,,Kannada,,ethnicity,317,26,3.42,12.19,0.498,11.22
136,0,daughter,mother,,Kannada,,ethnicity,278,24,3.52,11.58,0.507,11.07
136,1,daughter,mother,,Kannada,,ethnicity,286,24,3.38,11.92,0.542,11.02
136,2,daughter,mother,,Kannada,,ethnicity,280,21,3.52,13.33,0.482,11.95
137,0,son,mother,,Kannada,,ethnicity,297,22,3.38,13.5,0.492,11.82
137,1,son,mother,,Kannada,,ethnicity,270,25,3.74,10.8,0.548,11.01
137,2,son,mother,,Kannada,,ethnicity,297,21,3.45,14.14,0.488,12.25
138,0,child,mother,,Kannada,,ethnicity,253,25,3.54,10.12,0.53,10.37
138,1,child,mother,,Kannada,,ethnicity,273,24,3.55,11.38,0.52,11.02
138,2,child,mother,,Kannada,,ethnicity,304,24,3.41,12.67,0.487,11.45
139,0,daughter,father,,Bihari,,ethnicity,288,25,3.54,11.52,0.503,11.07
139,1,daughter,father,,Bihari,,ethnicity,272,24,3.61,11.33,0.496,11.08
139,2,daughter,father,,Bihari,,ethnicity,292,24,3.54,12.17,0.503,11.4
140,0,son,father,,Bihari,,ethnicity,286,25,3.65,11.44,0.514,11.2
140,1,son,father,,Bihari,,ethnicity,303,23,3.44,13.17,0.488,11.75
140,2,son,father,,Bihari,,ethnicity,300,27,3.46,11.11,0.517,10.75
141,0,child,father,,Bihari,,ethnicity,317,23,3.5,13.78,0.47,12.14
141,1,child,father,,Bihari,,ethnicity,274,24,3.52,11.42,0.515,10.99
141,2,child,father,,Bihari,,ethnicity,265,20,3.4,13.25,0.502,11.72
142,0,daughter,mother,,Bihari,,ethnicity,280,23,3.48,12.17,0.482,11.3
142,1,daughter,mother,,Bihari,,ethnicity,317,29,3.55,10.93,0.505,10.79
142,2,daughter,mother,,Bihari,,ethnicity,299,21,3.46,14.24,0.515,12.31
143,0,son,mother,,Bihari,,ethnicity,272,23,3.46,11.83,0.507,11.11
143,1,son,mother,,Bihari,,ethnicity,310,27,3.52,11.48,0.5,11.02
143,2,son,mother,,Bihari,,ethnicity,292,25,3.61,11.68,0.562,11.25
