factor,factor_value,rank,word,pearson_correlation,word_count
ethnicity,Dogra,1,dog,0.5841359974980889,19
ethnicity,Dogra,2,wagged,0.3445365739168017,41
ethnicity,Dogra,3,barked,0.33796317698025025,16
ethnicity,Dogra,4,between,0.3305354178195648,44
ethnicity,Dogra,5,chotu,0.3224974560007166,8
ethnicity,Dogra,6,pet,0.3022655247653938,9
ethnicity,Dogra,7,nestled,0.2574265430541037,66
ethnicity,Dogra,8,bark,0.25612522662837495,7
ethnicity,Dogra,9,lady,0.2376297213119207,8
ethnicity,Dogra,10,fluffy,0.23537827129839128,160
ethnicity,Dogra,11,tail,0.2189205601749488,84
ethnicity,Dogra,12,barking,0.2090408786892102,10
ethnicity,Dogra,13,milk,0.20085883659477252,5
ethnicity,Dogra,14,coat,0.2008588365947725,5
ethnicity,Dogra,15,“we,0.18946620214846016,20
ethnicity,Dogra,16,signs,0.18104006106022183,6
ethnicity,Dogra,17,brown,0.17832314665344265,22
ethnicity,Dogra,18,whimpering,0.17642516894691707,46
ethnicity,Dogra,19,owner,0.15276196370052048,8
ethnicity,Dogra,20,snuggle,0.1527619528424447,8
ethnicity,Garhwali,1,mountains,0.36506863951786045,92
ethnicity,Garhwali,2,rohan,0.31664679210510094,31
ethnicity,Garhwali,3,nestled,0.19576749082557582,66
ethnicity,Garhwali,4,bank,0.18104006106022183,6
ethnicity,Garhwali,5,power,0.18104006106022183,6
ethnicity,Garhwali,6,“that,0.1634996431347966,15
ethnicity,Garhwali,7,chasing,0.16113827455311777,38
ethnicity,Garhwali,8,drink,0.15276196370052048,8
ethnicity,Garhwali,9,acts,0.15276195284244473,8
ethnicity,Garhwali,10,rohan’s,0.15276195284244473,8
ethnicity,Garhwali,11,toy,0.14529913541927345,18
ethnicity,Garhwali,12,maya’s,0.1421248493929997,9
ethnicity,Garhwali,13,eat,0.1401371395422969,19
ethnicity,Garhwali,14,treat,0.1330260137113156,10
ethnicity,Garhwali,15,meera’s,0.1330260137113156,10
ethnicity,Garhwali,16,beamed,0.13302601371131556,10
ethnicity,Garhwali,17,stream,0.1265623357441315,113
ethnicity,Garhwali,18,proudly,0.12511152551964924,11
ethnicity,Garhwali,19,licked,0.12511152551964924,11
ethnicity,Garhwali,20,people,0.1251115255196492,11
ethnicity,Goan,1,goa,0.6619684623172605,8
ethnicity,Goan,2,beach,0.5834226239876371,45
ethnicity,Goan,3,waves,0.5401884038890142,46
ethnicity,Goan,4,sea,0.4978934499619038,47
ethnicity,Goan,5,sand,0.43179222759884767,53
ethnicity,Goan,6,ocean,0.41966578608659444,29
ethnicity,Goan,7,sandcastles,0.40736523653472134,8
ethnicity,Goan,8,starfish,0.4073652075798527,8
ethnicity,Goan,9,shell,0.3547064040353001,39
ethnicity,Goan,10,shore,0.35397482326910906,32
ethnicity,Goan,11,building,0.322497478923321,8
ethnicity,Goan,12,seashells,0.3162392947360657,18
ethnicity,Goan,13,sandcastle,0.3079835494453179,5
ethnicity,Goan,14,sandy,0.28944337630029654,21
ethnicity,Goan,15,seashell,0.2788995535252067,6
ethnicity,Goan,16,seagulls,0.2701683667018513,11
ethnicity,Goan,17,build,0.23762972131192073,8
ethnicity,Goan,18,unlike,0.22899370086493456,31
ethnicity,Goan,19,whisper,0.2238518412867707,23
ethnicity,Goan,20,forever,0.21805705358441763,24
ethnicity,Gond,1,whimper,0.19763994611075028,11
ethnicity,Gond,2,forest,0.17854190427276412,227
ethnicity,Gond,3,clearing,0.17760239213835732,33
ethnicity,Gond,4,doing,0.17326385455529708,23
ethnicity,Gond,5,overjoyed,0.16546142959178195,7
ethnicity,Gond,6,beyond,0.1654614295917819,7
ethnicity,Gond,7,deer,0.1634996431347966,15
ethnicity,Gond,8,yes,0.15489852586524042,55
ethnicity,Gond,9,rabbits,0.1481838871806395,29
ethnicity,Gond,10,ventured,0.14212484939299977,9
ethnicity,Gond,11,lush,0.14134060962476822,31
ethnicity,Gond,12,crossed,0.14013713954229687,19
ethnicity,Gond,13,having,0.13506289701539742,33
ethnicity,Gond,14,wrapped,0.13302601371131556,10
ethnicity,Gond,15,instead,0.13302601371131556,10
ethnicity,Gond,16,appeared,0.13211032025905572,34
ethnicity,Gond,17,surrounded,0.13143767171309564,211
ethnicity,Gond,18,rani,0.12663527805824198,22
ethnicity,Gond,19,slow,0.12511152551964927,11
ethnicity,Gond,20,please,0.11894021104604592,24
ethnicity,Gujarati,1,aarav,0.2788995306668151,6
ethnicity,Gujarati,2,tiku,0.20085883659477252,5
ethnicity,Gujarati,3,slices,0.2008588365947725,5
ethnicity,Gujarati,4,sunflower,0.2008588365947725,5
ethnicity,Gujarati,5,admire,0.165461429591782,7
ethnicity,Gujarati,6,braver,0.16546142959178195,7
ethnicity,Gujarati,7,starting,0.16546141702785008,7
ethnicity,Gujarati,8,ravi’s,0.15691147502654473,16
ethnicity,Gujarati,9,mango,0.15691147502654473,16
ethnicity,Gujarati,10,smell,0.15276196370052048,8
ethnicity,Gujarati,11,aditi,0.15276195284244473,8
ethnicity,Gujarati,12,cheer,0.14212484939299974,9
ethnicity,Gujarati,13,sunflowers,0.1421248493929997,9
ethnicity,Gujarati,14,thankful,0.1421248493929997,9
ethnicity,Gujarati,15,idea,0.13552082995474318,48
ethnicity,Gujarati,16,thanking,0.1353330015346144,20
ethnicity,Gujarati,17,ate,0.1330260137113156,10
ethnicity,Gujarati,18,wagging,0.12511153311942017,11
ethnicity,Gujarati,19,roses,0.12511152551964924,11
ethnicity,Gujarati,20,licked,0.1251115255196492,11
ethnicity,Haryanvi,1,hunt,0.22219518707919675,9
ethnicity,Haryanvi,2,golu,0.20085883659477252,5
ethnicity,Haryanvi,3,owls,0.2008588365947725,5
ethnicity,Haryanvi,4,push,0.19763994611075025,11
ethnicity,Haryanvi,5,dig,0.18104006106022183,6
ethnicity,Haryanvi,6,marbles,0.18104006106022183,6
ethnicity,Haryanvi,7,goat,0.1810400462223186,6
ethnicity,Haryanvi,8,cheerful,0.18035970581398203,129
ethnicity,Haryanvi,9,grass,0.16457615807745063,144
ethnicity,Haryanvi,10,nose,0.15705314931008568,54
ethnicity,Haryanvi,11,wasn’t,0.1527619528424447,8
ethnicity,Haryanvi,12,box,0.14818387594971394,29
ethnicity,Haryanvi,13,banyan,0.14134060962476827,31
ethnicity,Haryanvi,14,dusty,0.13302601371131556,10
ethnicity,Haryanvi,15,jewels,0.13084425441208297,21
ethnicity,Haryanvi,16,chase,0.1292701946672665,35
ethnicity,Haryanvi,17,roots,0.12511152551964924,11
ethnicity,Haryanvi,18,play,0.1214665298135637,328
ethnicity,Haryanvi,19,raju’s,0.1189402209195461,24
ethnicity,Haryanvi,20,ask,0.11894021104604593,24
ethnicity,Himachali,1,himachal,0.9414688501592685,16
ethnicity,Himachali,2,pradesh,0.8130294159341513,12
ethnicity,Himachali,3,mountains,0.2318319097668164,92
ethnicity,Himachali,4,meadows,0.20251877995442996,27
ethnicity,Himachali,5,mountain,0.20085883659477252,5
ethnicity,Himachali,6,year,0.2008588365947725,5
ethnicity,Himachali,7,hills,0.19782444235880323,177
ethnicity,Himachali,8,nestled,0.19576749082557582,66
ethnicity,Himachali,9,apple,0.1876221947467189,12
ethnicity,Himachali,10,valleys,0.18104004622231862,6
ethnicity,Himachali,11,wildflowers,0.1810400462223186,6
ethnicity,Himachali,12,bubbling,0.16546142959178198,7
ethnicity,Himachali,13,calm,0.16546142959178198,7
ethnicity,Himachali,14,highest,0.16546142959178195,7
ethnicity,Himachali,15,left,0.15276196370052048,8
ethnicity,Himachali,16,rohan’s,0.15276195284244473,8
ethnicity,Himachali,17,stream,0.1510188257429975,113
ethnicity,Himachali,18,whispering,0.1421248493929997,9
ethnicity,Himachali,19,rohan,0.14134060962476822,31
ethnicity,Himachali,20,talking,0.1353330015346144,20
ethnicity,Jharkhand,1,jharkhand,0.9414688501592685,16
ethnicity,Jharkhand,2,grab,0.16546142959178198,7
ethnicity,Jharkhand,3,arjun’s,0.1634996431347966,15
ethnicity,Jharkhand,4,forests,0.15819317121685217,39
ethnicity,Jharkhand,5,aditi,0.15276195284244473,8
ethnicity,Jharkhand,6,choti,0.15276195284244473,8
ethnicity,Jharkhand,7,nearby,0.1343211287600118,106
ethnicity,Jharkhand,8,distance,0.13302601371131556,10
ethnicity,Jharkhand,9,surprises,0.13302601371131556,10
ethnicity,Jharkhand,10,shoulder,0.13302601371131556,10
ethnicity,Jharkhand,11,awe,0.1251115255196492,11
