id,story_index,child_gender,parent_role,religion,ethnicity,nationality,template_type,word_count,sentence_count,avg_word_length,avg_sent_length,lexical_density,complexity_score,flesch_reading_ease,flesch_kincaid_grade
512,0,son,father,,,Tibet,nationality,359,29,4.19,12.38,0.563,12.47,89.15,3.89
512,1,son,father,,,Tibet,nationality,337,28,4.38,12.04,0.585,12.59,77.01,5.55
512,2,son,father,,,Tibet,nationality,326,34,4.46,9.59,0.607,11.48,79.18,4.66
513,0,child,father,,,Tibet,nationality,352,26,4.23,13.54,0.543,13.11,85.79,4.77
513,1,child,father,,,Tibet,nationality,348,32,4.32,10.88,0.606,11.92,84.01,4.31
513,2,child,father,,,Tibet,nationality,316,22,4.36,14.36,0.547,13.72,83.56,5.17
514,0,daughter,mother,,,Tibet,nationality,330,27,4.22,12.22,0.588,12.44,87.53,4.19
514,1,daughter,mother,,,Tibet,nationality,323,29,4.36,11.14,0.554,12.1,84.6,4.33
514,2,daughter,mother,,,Tibet,nationality,312,28,4.35,11.14,0.612,12.1,84.85,4.18
515,0,son,mother,,,Tibet,nationality,327,26,4.2,12.58,0.557,12.59,85.27,4.45
515,1,son,mother,,,Tibet,nationality,341,28,4.26,12.18,0.545,12.47,85.81,4.32
515,2,son,mother,,,Tibet,nationality,304,25,4.4,12.16,0.589,12.69,83.09,4.79
516,0,child,mother,,,Tibet,nationality,346,29,4.26,11.93,0.555,12.35,80.79,5.05
516,1,child,mother,,,Tibet,nationality,391,30,4.44,13.03,0.527,13.17,80.29,5.27
516,2,child,mother,,,Tibet,nationality,324,24,4.11,13.5,0.515,12.92,84.48,4.82
517,0,daughter,father,,,Bhutan,nationality,333,23,4.36,14.48,0.547,13.78,79.59,5.75
517,1,daughter,father,,,Bhutan,nationality,315,22,4.37,14.32,0.568,13.71,82.08,5.33
517,2,daughter,father,,,Bhutan,nationality,319,27,4.37,11.81,0.583,12.46,80.48,4.96
518,0,son,father,,,Bhutan,nationality,334,29,4.34,11.52,0.596,12.28,80.96,5.02
518,1,son,father,,,Bhutan,nationality,316,29,4.29,10.9,0.601,11.88,81.75,4.82
518,2,son,father,,,Bhutan,nationality,321,27,4.31,11.89,0.576,12.41,84.17,4.71
519,0,child,father,,,Bhutan,nationality,327,29,4.38,11.28,0.557,12.2,82.05,4.94
519,1,child,father,,,Bhutan,nationality,313,28,4.34,11.18,0.572,12.09,84.75,4.31
519,2,child,father,,,Bhutan,nationality,322,28,4.27,11.5,0.55,12.15,84.87,4.38
520,0,daughter,mother,,,Bhutan,nationality,338,33,4.27,10.24,0.583,11.53,83.02,4.27
520,1,daughter,mother,,,Bhutan,nationality,342,29,4.16,11.79,0.52,12.14,86.34,4.1
520,2,daughter,mother,,,Bhutan,nationality,361,30,4.2,12.03,0.562,12.32,86.36,4.15
521,0,son,mother,,,Bhutan,nationality,335,26,4.32,12.88,0.567,12.93,82.85,4.89
521,1,son,mother,,,Bhutan,nationality,337,28,4.32,12.04,0.534,12.5,82.66,4.72
521,2,son,mother,,,Bhutan,nationality,314,25,4.4,12.56,0.551,12.88,82.77,4.83
522,0,child,mother,,,Bhutan,nationality,343,35,4.32,9.8,0.569,11.38,83.22,4.22
522,1,child,mother,,,Bhutan,nationality,345,24,4.42,14.38,0.536,13.81,80.39,5.61
522,2,child,mother,,,Bhutan,nationality,358,30,4.48,11.93,0.573,12.69,82.01,4.74
