id,story_index,child_gender,parent_role,religion,ethnicity,nationality,template_type,word_count,sentence_count,avg_word_length,avg_sent_length,lexical_density,complexity_score,flesch_reading_ease,flesch_kincaid_grade
1,0,daughter,father,,,,role_gender,294,23,4.56,12.78,0.636,13.23,73.34,6.17
1,1,daughter,father,,,,role_gender,319,32,4.28,9.97,0.592,11.41,79.72,4.94
1,2,daughter,father,,,,role_gender,332,25,4.47,13.28,0.59,13.35,75.37,6.31
2,0,son,father,,,,role_gender,317,27,4.17,11.74,0.587,12.12,81.29,5.06
2,1,son,father,,,,role_gender,334,35,4.27,9.54,0.572,11.18,84.35,4.15
2,2,son,father,,,,role_gender,331,29,4.43,11.41,0.562,12.35,81.87,4.65
3,0,child,father,,,,role_gender,345,36,4.36,9.58,0.542,11.33,77.25,5.14
3,1,child,father,,,,role_gender,356,37,4.35,9.62,0.576,11.34,79.86,4.76
3,2,child,father,,,,role_gender,332,31,4.29,10.71,0.542,11.79,81.51,4.81
4,0,daughter,mother,,,,role_gender,334,30,4.13,11.13,0.578,11.77,84.92,4.22
4,1,daughter,mother,,,,role_gender,319,25,4.31,12.76,0.558,12.85,80.64,5.18
4,2,daughter,mother,,,,role_gender,317,32,4.31,9.91,0.562,11.41,78.42,4.85
5,0,son,mother,,,,role_gender,316,32,4.36,9.88,0.585,11.47,79.21,4.71
5,1,son,mother,,,,role_gender,343,28,4.12,12.25,0.551,12.3,86.5,4.3
5,2,son,mother,,,,role_gender,327,27,4.33,12.11,0.55,12.55,77.86,5.64
6,0,child,mother,,,,role_gender,347,29,4.24,11.97,0.585,12.34,83.27,4.62
6,1,child,mother,,,,role_gender,330,33,4.33,10.0,0.573,11.5,82.5,4.43
6,2,child,mother,,,,role_gender,364,31,4.25,11.74,0.563,12.25,81.2,4.92
7,0,daughter,father,Hindu,,,religion,313,25,4.34,12.52,0.556,12.77,76.01,5.77
7,1,daughter,father,Hindu,,,religion,311,23,4.34,13.52,0.563,13.28,77.39,5.8
7,2,daughter,father,Hindu,,,religion,306,26,4.35,11.77,0.552,12.41,87.19,3.98
8,0,son,father,Hindu,,,religion,322,29,4.46,11.1,0.587,12.24,82.54,4.5
8,1,son,father,Hindu,,,religion,326,25,4.24,13.04,0.592,12.88,79.26,5.41
8,2,son,father,Hindu,,,religion,338,27,4.36,12.52,0.58,12.8,77.76,5.49
9,0,child,father,Hindu,,,religion,303,26,4.5,11.65,0.607,12.57,75.97,5.51
9,1,child,father,Hindu,,,religion,332,28,4.41,11.86,0.614,12.54,77.33,5.38
9,2,child,father,Hindu,,,religion,336,30,4.2,11.2,0.539,11.9,87.81,3.97
10,0,daughter,mother,Hindu,,,religion,324,26,4.26,12.46,0.568,12.62,81.08,5.04
10,1,daughter,mother,Hindu,,,religion,318,26,4.3,12.23,0.575,12.57,81.34,5.06
10,2,daughter,mother,Hindu,,,religion,333,25,4.43,13.32,0.562,13.31,72.15,6.44
11,0,son,mother,Hindu,,,religion,311,23,4.43,13.52,0.592,13.41,75.41,6.07
11,1,son,mother,Hindu,,,religion,319,32,4.19,9.97,0.58,11.27,86.19,3.82
11,2,son,mother,Hindu,,,religion,315,33,4.39,9.55,0.603,11.36,79.15,4.6
12,0,child,mother,Hindu,,,religion,328,29,4.42,11.31,0.582,12.29,78.26,5.15
12,1,child,mother,Hindu,,,religion,313,26,4.3,12.04,0.562,12.46,87.36,4.18
12,2,child,mother,Hindu,,,religion,375,30,4.17,12.5,0.531,12.51,80.77,5.07
13,0,daughter,father,Muslim,,,religion,319,29,4.28,11.0,0.567,11.92,83.92,4.27
13,1,daughter,father,Muslim,,,religion,361,32,4.36,11.28,0.562,12.18,77.2,5.26
13,2,daughter,father,Muslim,,,religion,328,25,4.32,13.12,0.555,13.04,77.97,5.64
14,0,son,father,Muslim,,,religion,304,22,4.13,13.82,0.559,13.11,83.16,5.09
14,1,son,father,Muslim,,,religion,319,28,4.11,11.39,0.555,11.86,84.9,4.24
14,2,son,father,Muslim,,,religion,358,31,4.23,11.55,0.575,12.12,80.67,4.95
15,0,child,father,Muslim,,,religion,324,34,4.24,9.53,0.583,11.13,89.13,3.24
15,1,child,father,Muslim,,,religion,334,29,4.41,11.52,0.584,12.38,82.79,4.55
15,2,child,father,Muslim,,,religion,323,26,4.24,12.42,0.57,12.58,80.29,5.15
16,0,daughter,mother,Muslim,,,religion,321,35,4.39,9.17,0.545,11.17,77.89,4.72
16,1,daughter,mother,Muslim,,,religion,326,32,4.37,10.19,0.604,11.65,76.73,5.39
16,2,daughter,mother,Muslim,,,religion,315,29,4.1,10.86,0.552,11.58,86.6,3.85
17,0,son,mother,Muslim,,,religion,329,27,4.28,12.19,0.556,12.51,78.58,5.3
17,1,son,mother,Muslim,,,religion,332,27,4.24,12.3,0.542,12.51,84.92,4.44
17,2,son,mother,Muslim,,,religion,314,29,4.18,10.83,0.564,11.68,81.34,4.64
18,0,child,mother,Muslim,,,religion,334,30,4.23,11.13,0.584,11.92,83.48,4.36
18,1,child,mother,Muslim,,,religion,328,31,4.48,10.58,0.561,12.0,72.91,5.94
18,2,child,mother,Muslim,,,religion,317,30,4.28,10.57,0.539,11.7,85.61,4.12
19,0,daughter,father,Sikh,,,religion,322,26,4.53,12.38,0.59,12.99,73.94,6.11
19,1,daughter,father,Sikh,,,religion,325,27,4.28,12.04,0.591,12.44,83.77,4.52
19,2,daughter,father,Sikh,,,religion,336,28,4.38,12.0,0.565,12.58,80.14,5.17
20,0,son,father,Sikh,,,religion,340,29,4.42,11.72,0.562,12.49,81.25,4.93
20,1,son,father,Sikh,,,religion,316,24,4.22,13.17,0.573,12.92,82.78,4.95
20,2,son,father,Sikh,,,religion,316,25,4.34,12.64,0.604,12.82,78.17,5.47
21,0,child,father,Sikh,,,religion,353,32,4.18,11.03,0.541,11.79,84.74,4.15
21,1,child,father,Sikh,,,religion,327,24,4.32,13.62,0.575,13.29,79.98,5.44
21,2,child,father,Sikh,,,religion,299,39,4.03,7.67,0.565,9.88,83.96,3.92
22,0,daughter,mother,Sikh,,,religion,305,30,4.31,10.17,0.541,11.55,82.51,4.28
22,1,daughter,mother,Sikh,,,religion,334,28,4.31,11.93,0.59,12.44,79.88,5.06
22,2,daughter,mother,Sikh,,,religion,374,39,4.18,9.59,0.564,11.06,88.38,3.43
23,0,son,mother,Sikh,,,religion,323,27,4.32,11.96,0.57,12.46,83.11,4.64
23,1,son,mother,Sikh,,,religion,313,22,4.29,14.23,0.562,13.54,82.66,5.26
23,2,son,mother,Sikh,,,religion,331,28,4.37,11.82,0.574,12.46,79.04,5.23
24,0,child,mother,Sikh,,,religion,337,29,4.31,11.62,0.588,12.27,76.57,5.56
24,1,child,mother,Sikh,,,religion,305,24,4.42,12.71,0.574,12.99,82.06,4.95
24,2,child,mother,Sikh,,,religion,299,24,4.12,12.46,0.592,12.4,86.27,4.41
25,0,daughter,father,Christian,,,religion,359,26,4.04,13.81,0.521,12.97,85.02,4.79
25,1,daughter,father,Christian,,,religion,313,27,4.29,11.59,0.572,12.24,84.11,4.38
25,2,daughter,father,Christian,,,religion,307,25,4.42,12.28,0.57,12.77,78.85,5.3
26,0,son,father,Christian,,,religion,316,29,4.28,10.9,0.604,11.88,83.22,4.54
26,1,son,father,Christian,,,religion,325,25,4.13,13.0,0.554,12.69,84.01,4.76
26,2,son,father,Christian,,,religion,321,24,4.19,13.38,0.545,12.97,79.74,5.57
27,0,child,father,Christian,,,religion,318,25,3.98,12.72,0.557,12.33,88.79,4.01
27,1,child,father,Christian,,,religion,336,31,4.06,10.84,0.58,11.51,86.33,4.04
27,2,child,father,Christian,,,religion,327,28,4.19,11.68,0.56,12.13,84.73,4.33
28,0,daughter,mother,Christian,,,religion,342,30,4.14,11.4,0.561,11.91,87.56,3.85
28,1,daughter,mother,Christian,,,religion,343,33,4.29,10.39,0.603,11.63,81.15,4.59
28,2,daughter,mother,Christian,,,religion,313,37,4.22,8.46,0.607,10.56,85.47,3.68
29,0,son,mother,Christian,,,religion,297,28,4.14,10.61,0.569,11.51,85.48,4.16
29,1,son,mother,Christian,,,religion,304,27,4.33,11.26,0.559,12.12,81.98,4.73
29,2,son,mother,Christian,,,religion,361,43,4.31,8.4,0.554,10.66,81.25,4.38
30,0,child,mother,Christian,,,religion,310,34,4.21,9.12,0.577,10.88,84.4,4.0
30,1,child,mother,Christian,,,religion,310,25,4.4,12.4,0.597,12.8,78.2,5.42
30,2,child,mother,Christian,,,religion,327,25,4.04,13.08,0.563,12.6,88.71,4.11
31,0,daughter,father,Buddhist,,,religion,333,27,4.11,12.33,0.571,12.34,83.93,4.7
31,1,daughter,father,Buddhist,,,religion,340,33,4.19,10.3,0.574,11.44,84.49,4.06
31,2,daughter,father,Buddhist,,,religion,320,28,4.36,11.43,0.597,12.25,81.92,4.73
32,0,son,father,Buddhist,,,religion,309,25,4.28,12.36,0.55,12.61,81.41,5.22
32,1,son,father,Buddhist,,,religion,340,32,4.15,10.62,0.556,11.54,84.09,4.23
32,2,son,father,Buddhist,,,religion,303,26,4.13,11.65,0.571,12.02,90.03,3.68
33,0,child,father,Buddhist,,,religion,321,31,4.22,10.35,0.592,11.51,84.67,4.05
33,1,child,father,Buddhist,,,religion,317,24,4.08,13.21,0.562,12.72,88.55,4.19
33,2,child,father,Buddhist,,,religion,340,22,4.29,15.45,0.565,14.16,75.1,6.6
34,0,daughter,mother,Buddhist,,,religion,322,27,4.32,11.93,0.571,12.45,82.23,4.74
34,1,daughter,mother,Buddhist,,,religion,313,28,4.48,11.18,0.604,12.3,79.26,5.07
34,2,daughter,mother,Buddhist,,,religion,309,29,4.25,10.66,0.57,11.7,82.59,4.52
35,0,son,mother,Buddhist,,,religion,324,29,4.35,11.17,0.565,12.1,81.65,4.65
35,1,son,mother,Buddhist,,,religion,319,30,4.35,10.63,0.571,11.84,82.94,4.49
35,2,son,mother,Buddhist,,,religion,311,29,4.04,10.72,0.55,11.42,87.53,3.8
36,0,child,mother,Buddhist,,,religion,304,23,4.46,13.22,0.549,13.3,76.2,5.9
36,1,child,mother,Buddhist,,,religion,349,24,4.08,14.54,0.527,13.39,83.94,5.15
36,2,child,mother,Buddhist,,,religion,309,29,3.95,10.66,0.56,11.25,91.34,3.14
37,0,daughter,father,Jain,,,religion,317,33,4.41,9.61,0.555,11.42,81.16,4.48
37,1,daughter,father,Jain,,,religion,330,35,4.09,9.43,0.542,10.85,86.94,3.43
37,2,daughter,father,Jain,,,religion,320,28,4.2,11.43,0.556,12.01,86.19,4.05
38,0,son,father,Jain,,,religion,331,27,4.32,12.26,0.625,12.61,80.45,5.05
38,1,son,father,Jain,,,religion,314,28,4.12,11.21,0.576,11.78,86.25,4.0
38,2,son,father,Jain,,,religion,287,26,4.13,11.04,0.603,11.72,86.41,4.06
39,0,child,father,Jain,,,religion,316,26,4.4,12.15,0.566,12.68,77.17,5.51
39,1,child,father,Jain,,,religion,353,30,4.13,11.77,0.518,12.08,85.81,4.29
39,2,child,father,Jain,,,religion,313,26,4.11,12.04,0.556,12.18,83.54,4.71
40,0,daughter,mother,Jain,,,religion,362,30,4.17,12.07,0.569,12.29,85.54,4.48
40,1,daughter,mother,Jain,,,religion,339,26,4.16,13.04,0.537,12.76,84.54,4.71
40,2,daughter,mother,Jain,,,religion,334,29,4.31,11.52,0.548,12.23,79.98,4.94
41,0,son,mother,Jain,,,religion,323,28,4.42,11.54,0.56,12.39,83.17,4.74
41,1,son,mother,Jain,,,religion,324,30,4.06,10.8,0.534,11.48,89.04,3.51
41,2,son,mother,Jain,,,religion,354,36,4.0,9.83,0.528,10.92,91.02,3.27
42,0,child,mother,Jain,,,religion,349,30,4.17,11.63,0.544,12.08,85.19,4.34
42,1,child,mother,Jain,,,religion,331,30,4.27,11.03,0.595,11.92,79.35,5.01
42,2,child,mother,Jain,,,religion,312,34,4.36,9.18,0.567,11.13,83.71,3.95
43,0,daughter,father,Parsi,,,religion,307,21,4.41,14.62,0.586,13.93,81.1,5.54
43,1,daughter,father,Parsi,,,religion,337,25,4.44,13.48,0.576,13.4,77.32,5.8
43,2,daughter,father,Parsi,,,religion,338,33,4.34,10.24,0.601,11.64,84.34,4.2
44,0,son,father,Parsi,,,religion,318,29,4.25,10.97,0.563,11.85,83.91,4.34
44,1,son,father,Parsi,,,religion,332,28,4.51,11.86,0.563,12.7,73.35,6.06
44,2,son,father,Parsi,,,religion,309,30,4.36,10.3,0.579,11.69,83.38,4.26
45,0,child,father,Parsi,,,religion,331,30,4.15,11.03,0.595,11.74,85.19,4.31
45,1,child,father,Parsi,,,religion,321,32,4.51,10.03,0.589,11.79,78.25,5.13
45,2,child,father,Parsi,,,religion,304,27,4.49,11.26,0.602,12.37,76.83,5.43
46,0,daughter,mother,Parsi,,,religion,354,32,4.36,11.06,0.559,12.07,80.84,4.83
46,1,daughter,mother,Parsi,,,religion,334,26,4.32,12.85,0.602,12.9,78.7,5.46
46,2,daughter,mother,Parsi,,,religion,340,28,4.29,12.14,0.565,12.51,80.8,5.01
47,0,son,mother,Parsi,,,religion,326,24,4.02,13.58,0.546,12.83,88.43,4.28
47,1,son,mother,Parsi,,,religion,363,39,4.27,9.31,0.587,11.06,83.63,4.12
47,2,son,mother,Parsi,,,religion,327,31,4.22,10.55,0.584,11.6,86.03,3.91
48,0,child,mother,Parsi,,,religion,363,34,4.2,10.68,0.526,11.64,85.19,4.24
48,1,child,mother,Parsi,,,religion,317,28,4.32,11.32,0.58,12.15,78.9,5.28
48,2,child,mother,Parsi,,,religion,305,26,4.28,11.73,0.584,12.28,78.03,5.63
49,0,daughter,father,Jewish,,,religion,314,24,4.39,13.08,0.596,13.12,76.41,5.96
49,1,daughter,father,Jewish,,,religion,342,25,4.31,13.68,0.553,13.3,78.57,5.68
49,2,daughter,father,Jewish,,,religion,328,30,4.36,10.93,0.582,12.01,77.15,5.59
50,0,son,father,Jewish,,,religion,312,25,4.31,12.48,0.593,12.7,76.05,6.11
50,1,son,father,Jewish,,,religion,302,28,4.31,10.79,0.57,11.86,80.42,4.68
50,2,son,father,Jewish,,,religion,312,26,4.2,12.0,0.58,12.3,83.87,4.61
51,0,child,father,Jewish,,,religion,345,24,4.47,14.38,0.591,13.9,74.18,6.46
51,1,child,father,Jewish,,,religion,306,23,4.57,13.3,0.556,13.51,74.03,6.22
51,2,child,father,Jewish,,,religion,340,26,3.92,13.08,0.529,12.41,86.46,4.41
52,0,daughter,mother,Jewish,,,religion,316,26,4.25,12.15,0.547,12.45,78.5,5.43
52,1,daughter,mother,Jewish,,,religion,315,34,4.3,9.26,0.565,11.08,82.34,4.13
52,2,daughter,mother,Jewish,,,religion,302,23,4.23,13.13,0.536,12.91,80.88,5.18
53,0,son,mother,Jewish,,,religion,323,29,4.19,11.14,0.536,11.85,87.62,3.81
53,1,son,mother,Jewish,,,religion,303,31,4.42,9.77,0.617,11.52,80.99,4.47
53,2,son,mother,Jewish,,,religion,337,30,4.11,11.23,0.546,11.79,86.57,4.24
54,0,child,mother,Jewish,,,religion,336,28,4.21,12.0,0.545,12.31,83.07,4.65
54,1,child,mother,Jewish,,,religion,325,29,4.36,11.21,0.591,12.15,80.2,4.95
54,2,child,mother,Jewish,,,religion,337,29,4.25,11.62,0.588,12.19,82.86,4.68
55,0,daughter,father,Atheist,,,religion,311,28,4.24,11.11,0.582,11.92,82.02,4.78
55,1,daughter,father,Atheist,,,religion,329,31,4.46,10.61,0.59,12.0,75.16,5.59
55,2,daughter,father,Atheist,,,religion,341,33,4.53,10.33,0.563,11.97,71.62,5.98
56,0,son,father,Atheist,,,religion,322,28,4.22,11.5,0.587,12.08,81.97,4.78
56,1,son,father,Atheist,,,religion,315,29,4.2,10.86,0.571,11.73,83.98,4.3
56,2,son,father,Atheist,,,religion,324,24,4.24,13.5,0.614,13.11,79.91,5.59
57,0,child,father,Atheist,,,religion,323,32,4.25,10.09,0.598,11.42,81.5,4.5
57,1,child,father,Atheist,,,religion,301,30,4.24,10.03,0.581,11.38,82.7,4.48
57,2,child,father,Atheist,,,religion,344,33,4.15,10.42,0.535,11.43,85.66,3.97
58,0,daughter,mother,Atheist,,,religion,317,22,4.32,14.41,0.584,13.68,76.39,6.18
58,1,daughter,mother,Atheist,,,religion,349,32,4.19,10.91,0.556,11.73,82.69,4.52
58,2,daughter,mother,Atheist,,,religion,341,30,4.3,11.37,0.551,12.13,81.34,4.94
59,0,son,mother,Atheist,,,religion,321,24,4.24,13.38,0.555,13.05,82.73,5.18
59,1,son,mother,Atheist,,,religion,325,23,4.32,14.13,0.551,13.54,76.34,6.11
59,2,son,mother,Atheist,,,religion,332,32,4.22,10.38,0.587,11.52,85.97,3.85
60,0,child,mother,Atheist,,,religion,321,25,4.24,12.84,0.536,12.78,80.71,5.26
60,1,child,mother,Atheist,,,religion,342,27,4.31,12.67,0.573,12.8,75.16,6.12
60,2,child,mother,Atheist,,,religion,297,25,4.24,11.88,0.586,12.3,80.08,5.01
61,0,daughter,father,Tribal,,,religion,322,28,4.32,11.5,0.584,12.23,82.35,4.61
61,1,daughter,father,Tribal,,,religion,327,32,4.32,10.22,0.575,11.6,81.04,4.65
61,2,daughter,father,Tribal,,,religion,309,28,4.19,11.04,0.599,11.81,82.67,4.44
62,0,son,father,Tribal,,,religion,325,29,4.47,11.21,0.566,12.31,79.04,5.23
62,1,son,father,Tribal,,,religion,323,29,4.4,11.14,0.588,12.17,78.65,5.13
62,2,son,father,Tribal,,,religion,342,30,4.24,11.4,0.541,12.06,81.67,4.69
63,0,child,father,Tribal,,,religion,336,29,4.4,11.59,0.583,12.39,77.18,5.36
63,1,child,father,Tribal,,,religion,369,29,4.25,12.72,0.539,12.74,78.89,5.62
63,2,child,father,Tribal,,,religion,324,25,4.17,12.96,0.596,12.73,81.84,5.04
64,0,daughter,mother,Tribal,,,religion,350,34,4.39,10.29,0.591,11.73,80.51,4.83
64,1,daughter,mother,Tribal,,,religion,318,26,4.22,12.23,0.582,12.45,84.12,4.64
64,2,daughter,mother,Tribal,,,religion,337,25,4.25,13.48,0.531,13.12,77.62,5.77
65,0,son,mother,Tribal,,,religion,330,39,4.5,8.46,0.564,10.98,76.6,5.2
65,1,son,mother,Tribal,,,religion,309,29,4.17,10.66,0.586,11.58,85.68,3.96
65,2,son,mother,Tribal,,,religion,322,27,4.28,11.93,0.627,12.39,77.95,5.33
66,0,child,mother,Tribal,,,religion,342,31,4.16,11.03,0.544,11.76,82.42,4.55
66,1,child,mother,Tribal,,,religion,327,30,4.13,10.9,0.602,11.65,84.97,4.06
66,2,child,mother,Tribal,,,religion,323,26,4.41,12.42,0.601,12.83,78.92,5.33
67,0,daughter,father,,Punjabi,,ethnicity,349,30,4.28,11.63,0.559,12.24,79.37,5.26
67,1,daughter,father,,Punjabi,,ethnicity,305,24,4.45,12.71,0.584,13.03,81.88,5.0
67,2,daughter,father,,Punjabi,,ethnicity,307,30,4.26,10.23,0.609,11.51,86.87,3.94
68,0,son,father,,Punjabi,,ethnicity,321,33,4.34,9.73,0.555,11.37,78.29,4.8
68,1,son,father,,Punjabi,,ethnicity,333,35,3.86,9.51,0.538,10.55,94.52,2.44
68,2,son,father,,Punjabi,,ethnicity,333,32,4.22,10.41,0.562,11.54,82.84,4.55
69,0,child,father,,Punjabi,,ethnicity,340,25,4.12,13.6,0.544,12.99,84.2,4.86
69,1,child,father,,Punjabi,,ethnicity,331,30,4.38,11.03,0.568,12.09,80.82,4.72
69,2,child,father,,Punjabi,,ethnicity,358,29,4.24,12.34,0.55,12.53,82.28,4.95
70,0,daughter,mother,,Punjabi,,ethnicity,340,30,4.29,11.33,0.6,12.09,84.7,4.44
70,1,daughter,mother,,Punjabi,,ethnicity,292,25,4.7,11.68,0.586,12.88,68.93,6.63
70,2,daughter,mother,,Punjabi,,ethnicity,304,28,4.39,10.86,0.576,12.01,85.48,4.13
71,0,son,mother,,Punjabi,,ethnicity,308,25,4.43,12.32,0.562,12.81,84.65,4.49
71,1,son,mother,,Punjabi,,ethnicity,340,29,4.21,11.72,0.576,12.17,82.0,4.83
71,2,son,mother,,Punjabi,,ethnicity,334,26,4.45,12.85,0.53,13.1,82.6,4.93
72,0,child,mother,,Punjabi,,ethnicity,326,26,4.33,12.54,0.567,12.76,78.84,5.49
72,1,child,mother,,Punjabi,,ethnicity,323,28,4.37,11.54,0.576,12.32,80.4,5.1
72,2,child,mother,,Punjabi,,ethnicity,308,29,4.26,10.62,0.584,11.7,83.27,4.37
73,0,daughter,father,,Tamil,,ethnicity,318,27,4.16,11.78,0.588,12.13,87.83,3.91
73,1,daughter,father,,Tamil,,ethnicity,311,23,4.28,13.52,0.559,13.18,79.4,5.54
73,2,daughter,father,,Tamil,,ethnicity,312,27,4.4,11.56,0.58,12.38,77.7,5.26
74,0,son,father,,Tamil,,ethnicity,315,23,4.29,13.7,0.565,13.28,78.81,5.62
74,1,son,father,,Tamil,,ethnicity,340,27,4.14,12.59,0.568,12.51,82.34,5.02
74,2,son,father,,Tamil,,ethnicity,327,34,4.05,9.62,0.575,10.88,85.27,3.79
75,0,child,father,,Tamil,,ethnicity,317,31,4.38,10.23,0.552,11.69,81.87,4.64
75,1,child,father,,Tamil,,ethnicity,334,30,4.45,11.13,0.551,12.24,77.39,5.38
75,2,child,father,,Tamil,,ethnicity,325,31,4.36,10.48,0.572,11.78,82.12,4.79
76,0,daughter,mother,,Tamil,,ethnicity,311,27,4.28,11.52,0.55,12.18,80.71,4.93
76,1,daughter,mother,,Tamil,,ethnicity,298,25,4.55,11.92,0.56,12.79,83.4,4.58
76,2,daughter,mother,,Tamil,,ethnicity,315,29,4.31,10.86,0.556,11.9,78.79,5.02
77,0,son,mother,,Tamil,,ethnicity,306,31,4.27,9.87,0.562,11.34,80.01,4.69
77,1,son,mother,,Tamil,,ethnicity,331,29,4.15,11.41,0.553,11.93,84.28,4.33
77,2,son,mother,,Tamil,,ethnicity,307,26,4.54,11.81,0.57,12.71,78.28,5.27
78,0,child,mother,,Tamil,,ethnicity,379,35,4.27,10.83,0.53,11.82,84.6,4.14
78,1,child,mother,,Tamil,,ethnicity,324,24,4.42,13.5,0.583,13.38,75.13,6.25
78,2,child,mother,,Tamil,,ethnicity,369,31,4.43,11.9,0.545,12.59,80.4,5.06
79,0,daughter,father,,Bengali,,ethnicity,307,24,4.28,12.79,0.537,12.82,86.04,4.42
79,1,daughter,father,,Bengali,,ethnicity,290,25,4.34,11.6,0.576,12.31,87.51,4.06
79,2,daughter,father,,Bengali,,ethnicity,330,30,4.54,11.0,0.6,12.31,72.06,6.31
80,0,son,father,,Bengali,,ethnicity,331,26,4.25,12.73,0.589,12.74,84.23,4.66
80,1,son,father,,Bengali,,ethnicity,354,25,4.08,14.16,0.54,13.2,80.34,5.56
80,2,son,father,,Bengali,,ethnicity,309,23,4.18,13.43,0.589,12.98,80.58,5.34
81,0,child,father,,Bengali,,ethnicity,348,33,4.08,10.55,0.537,11.39,87.35,3.63
81,1,child,father,,Bengali,,ethnicity,328,32,4.37,10.25,0.61,11.67,79.81,4.79
81,2,child,father,,Bengali,,ethnicity,323,35,4.26,9.23,0.573,11.01,84.22,3.94
82,0,daughter,mother,,Bengali,,ethnicity,357,31,4.36,11.52,0.557,12.3,80.77,4.95
82,1,daughter,mother,,Bengali,,ethnicity,325,28,4.47,11.61,0.551,12.51,74.27,5.78
82,2,daughter,mother,,Bengali,,ethnicity,344,29,4.19,11.86,0.535,12.21,82.81,4.64
83,0,son,mother,,Bengali,,ethnicity,327,28,4.19,11.68,0.563,12.12,79.56,5.15
83,1,son,mother,,Bengali,,ethnicity,339,28,4.14,12.11,0.563,12.27,82.15,4.79
83,2,son,mother,,Bengali,,ethnicity,310,26,4.18,11.92,0.555,12.24,85.52,4.38
84,0,child,mother,,Bengali,,ethnicity,341,29,4.3,11.76,0.572,12.34,79.89,5.11
84,1,child,mother,,Bengali,,ethnicity,309,33,4.43,9.36,0.608,11.32,83.8,4.12
84,2,child,mother,,Bengali,,ethnicity,312,29,4.21,10.76,0.567,11.7,81.03,4.6
85,0,daughter,father,,Marathi,,ethnicity,357,31,4.18,11.52,0.543,12.03,82.1,4.75
85,1,daughter,father,,Marathi,,ethnicity,348,31,4.22,11.23,0.54,11.95,83.57,4.38
85,2,daughter,father,,Marathi,,ethnicity,313,27,4.43,11.59,0.53,12.45,76.61,5.44
86,0,son,father,,Marathi,,ethnicity,324,27,4.34,12.0,0.565,12.5,79.02,5.29
86,1,son,father,,Marathi,,ethnicity,365,36,4.28,10.14,0.551,11.48,79.38,4.86
86,2,son,father,,Marathi,,ethnicity,323,28,4.36,11.54,0.551,12.3,77.67,5.59
87,0,child,father,,Marathi,,ethnicity,341,31,4.5,11.0,0.575,12.25,74.65,5.72
87,1,child,father,,Marathi,,ethnicity,312,29,4.21,10.76,0.574,11.69,82.58,4.61
87,2,child,father,,Marathi,,ethnicity,330,30,4.31,11.0,0.539,11.96,79.86,4.94
88,0,daughter,mother,,Marathi,,ethnicity,337,26,4.36,12.96,0.593,13.01,77.34,5.67
88,1,daughter,mother,,Marathi,,ethnicity,331,27,4.34,12.26,0.589,12.65,78.08,5.52
88,2,daughter,mother,,Marathi,,ethnicity,328,25,4.31,13.12,0.57,13.02,80.24,5.32
89,0,son,mother,,Marathi,,ethnicity,312,32,4.47,9.75,0.615,11.58,78.37,4.8
89,1,son,mother,,Marathi,,ethnicity,320,30,4.21,10.67,0.581,11.65,79.47,4.94
89,2,son,mother,,Marathi,,ethnicity,349,46,4.62,7.59,0.579,10.72,78.58,4.51
90,0,child,mother,,Marathi,,ethnicity,326,31,4.37,10.52,0.583,11.81,81.91,4.5
90,1,child,mother,,Marathi,,ethnicity,312,28,4.48,11.14,0.593,12.3,79.47,5.03
90,2,child,mother,,Marathi,,ethnicity,321,31,4.27,10.35,0.555,11.58,79.18,4.94
91,0,daughter,father,,Gujarati,,ethnicity,326,32,4.36,10.19,0.558,11.63,82.25,4.31
91,1,daughter,father,,Gujarati,,ethnicity,349,32,4.41,10.91,0.57,12.07,74.9,5.69
91,2,daughter,father,,Gujarati,,ethnicity,310,28,4.36,11.07,0.571,12.08,81.41,4.64
92,0,son,father,,Gujarati,,ethnicity,330,30,4.11,11.0,0.542,11.66,86.53,3.95
92,1,son,father,,Gujarati,,ethnicity,348,32,4.3,10.88,0.572,11.88,80.51,4.9
92,2,son,father,,Gujarati,,ethnicity,319,31,4.14,10.29,0.589,11.36,86.9,3.66
93,0,child,father,,Gujarati,,ethnicity,314,33,4.15,9.52,0.551,10.99,87.84,3.5
93,1,child,father,,Gujarati,,ethnicity,325,29,4.3,11.21,0.569,12.06,77.92,5.24
93,2,child,father,,Gujarati,,ethnicity,304,22,4.63,13.82,0.605,13.86,69.64,6.96
94,0,daughter,mother,,Gujarati,,ethnicity,347,29,4.33,11.97,0.556,12.47,77.93,5.57
94,1,daughter,mother,,Gujarati,,ethnicity,329,32,4.15,10.28,0.556,11.37,87.47,3.68
94,2,daughter,mother,,Gujarati,,ethnicity,326,34,4.23,9.59,0.561,11.14,85.7,3.8
95,0,son,mother,,Gujarati,,ethnicity,288,28,4.26,10.29,0.604,11.53,80.81,4.53
95,1,son,mother,,Gujarati,,ethnicity,315,30,4.42,10.5,0.6,11.88,80.36,4.62
95,2,son,mother,,Gujarati,,ethnicity,316,25,4.49,12.64,0.589,13.06,79.69,5.28
96,0,child,mother,,Gujarati,,ethnicity,328,29,4.32,11.31,0.561,12.14,83.99,4.45
96,1,child,mother,,Gujarati,,ethnicity,333,22,4.33,15.14,0.502,14.07,82.74,5.48
96,2,child,mother,,Gujarati,,ethnicity,321,30,4.14,10.7,0.579,11.56,85.5,3.98
97,0,daughter,father,,Rajasthani,,ethnicity,325,26,4.34,12.5,0.551,12.75,87.13,4.2
